nursery,parents,has_nurs,form,children,housing,finance,social,health,class
n396,usual,proper,completed,more,convenient,inconv,problematic,not_recom,not_recom
n397,usual,proper,completed,more,less_conv,convenient,nonprob,recommended,priority
n398,usual,proper,completed,more,less_conv,convenient,nonprob,priority,priority
n399,usual,proper,completed,more,less_conv,convenient,nonprob,not_recom,not_recom
n400,usual,proper,completed,more,less_conv,convenient,slightly_prob,recommended,priority
n401,usual,proper,completed,more,less_conv,convenient,slightly_prob,priority,priority
n402,usual,proper,completed,more,less_conv,convenient,slightly_prob,not_recom,not_recom
n403,usual,proper,completed,more,less_conv,convenient,problematic,recommended,priority
n404,usual,proper,completed,more,less_conv,convenient,problematic,priority,priority
n405,usual,proper,completed,more,less_conv,convenient,problematic,not_recom,not_recom
n406,usual,proper,completed,more,less_conv,inconv,nonprob,recommended,priority
n407,usual,proper,completed,more,less_conv,inconv,nonprob,priority,priority
n408,usual,proper,completed,more,less_conv,inconv,nonprob,not_recom,not_recom
n409,usual,proper,completed,more,less_conv,inconv,slightly_prob,recommended,priority
n410,usual,proper,completed,more,less_conv,inconv,slightly_prob,priority,priority
n411,usual,proper,completed,more,less_conv,inconv,slightly_prob,not_recom,not_recom
n412,usual,proper,completed,more,less_conv,inconv,problematic,recommended,priority
n413,usual,proper,completed,more,less_conv,inconv,problematic,priority,priority
n414,usual,proper,completed,more,less_conv,inconv,problematic,not_recom,not_recom
n415,usual,proper,completed,more,critical,convenient,nonprob,recommended,priority
n416,usual,proper,completed,more,critical,convenient,nonprob,priority,priority
n417,usual,proper,completed,more,critical,convenient,nonprob,not_recom,not_recom
n418,usual,proper,completed,more,critical,convenient,slightly_prob,recommended,priority
n419,usual,proper,completed,more,critical,convenient,slightly_prob,priority,priority
n420,usual,proper,completed,more,critical,convenient,slightly_prob,not_recom,not_recom
n421,usual,proper,completed,more,critical,convenient,problematic,recommended,priority
n422,usual,proper,completed,more,critical,convenient,problematic,priority,priority
n423,usual,proper,completed,more,critical,convenient,problematic,not_recom,not_recom
n424,usual,proper,completed,more,critical,inconv,nonprob,recommended,priority
n425,usual,proper,completed,more,critical,inconv,nonprob,priority,priority
n426,usual,proper,completed,more,critical,inconv,nonprob,not_recom,not_recom
n427,usual,proper,completed,more,critical,inconv,slightly_prob,recommended,priority
n428,usual,proper,completed,more,critical,inconv,slightly_prob,priority,priority
n429,usual,proper,completed,more,critical,inconv,slightly_prob,not_recom,not_recom
n430,usual,proper,completed,more,critical,inconv,problematic,recommended,priority
n431,usual,proper,completed,more,critical,inconv,problematic,priority,priority
n432,usual,proper,completed,more,critical,inconv,problematic,not_recom,not_recom
n433,usual,proper,incomplete,1,convenient,convenient,nonprob,recommended,very_recom
n434,usual,proper,incomplete,1,convenient,convenient,nonprob,priority,priority
n435,usual,proper,incomplete,1,convenient,convenient,nonprob,not_recom,not_recom
n436,usual,proper,incomplete,1,convenient,convenient,slightly_prob,recommended,very_recom
n437,usual,proper,incomplete,1,convenient,convenient,slightly_prob,priority,priority
n438,usual,proper,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recom
n439,usual,proper,incomplete,1,convenient,convenient,problematic,recommended,priority
n440,usual,proper,incomplete,1,convenient,convenient,problematic,priority,priority
n441,usual,proper,incomplete,1,convenient,convenient,problematic,not_recom,not_recom
n442,usual,proper,incomplete,1,convenient,inconv,nonprob,recommended,very_recom
n443,usual,proper,incomplete,1,convenient,inconv,nonprob,priority,priority
n444,usual,proper,incomplete,1,convenient,inconv,nonprob,not_recom,not_recom
n445,usual,proper,incomplete,1,convenient,inconv,slightly_prob,recommended,very_recom
n446,usual,proper,incomplete,1,convenient,inconv,slightly_prob,priority,priority
n447,usual,proper,incomplete,1,convenient,inconv,slightly_prob,not_recom,not_recom
n448,usual,proper,incomplete,1,convenient,inconv,problematic,recommended,priority
n449,usual,proper,incomplete,1,convenient,inconv,problematic,priority,priority
n450,usual,proper,incomplete,1,convenient,inconv,problematic,not_recom,not_recom
n451,usual,proper,incomplete,1,less_conv,convenient,nonprob,recommended,very_recom
n452,usual,proper,incomplete,1,less_conv,convenient,nonprob,priority,priority
n453,usual,proper,incomplete,1,less_conv,convenient,nonprob,not_recom,not_recom
n454,usual,proper,incomplete,1,less_conv,convenient,slightly_prob,recommended,very_recom
n455,usual,proper,incomplete,1,less_conv,convenient,slightly_prob,priority,priority
n456,usual,proper,incomplete,1,less_conv,convenient,slightly_prob,not_recom,not_recom
n457,usual,proper,incomplete,1,less_conv,convenient,problematic,recommended,priority
n458,usual,proper,incomplete,1,less_conv,convenient,problematic,priority,priority
n459,usual,proper,incomplete,1,less_conv,convenient,problematic,not_recom,not_recom
n460,usual,proper,incomplete,1,less_conv,inconv,nonprob,recommended,very_recom
n461,usual,proper,incomplete,1,less_conv,inconv,nonprob,priority,priority
n462,usual,proper,incomplete,1,less_conv,inconv,nonprob,not_recom,not_recom
n463,usual,proper,incomplete,1,less_conv,inconv,slightly_prob,recommended,very_recom
n464,usual,proper,incomplete,1,less_conv,inconv,slightly_prob,priority,priority
n465,usual,proper,incomplete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
n466,usual,proper,incomplete,1,less_conv,inconv,problematic,recommended,priority
n467,usual,proper,incomplete,1,less_conv,inconv,problematic,priority,priority
n468,usual,proper,incomplete,1,less_conv,inconv,problematic,not_recom,not_recom
n469,usual,proper,incomplete,1,critical,convenient,nonprob,recommended,priority
n470,usual,proper,incomplete,1,critical,convenient,nonprob,priority,priority
n471,usual,proper,incomplete,1,critical,convenient,nonprob,not_recom,not_recom
n472,usual,proper,incomplete,1,critical,convenient,slightly_prob,recommended,priority
n473,usual,proper,incomplete,1,critical,convenient,slightly_prob,priority,priority
n474,usual,proper,incomplete,1,critical,convenient,slightly_prob,not_recom,not_recom
n475,usual,proper,incomplete,1,critical,convenient,problematic,recommended,priority
n476,usual,proper,incomplete,1,critical,convenient,problematic,priority,priority
n477,usual,proper,incomplete,1,critical,convenient,problematic,not_recom,not_recom
n478,usual,proper,incomplete,1,critical,inconv,nonprob,recommended,priority
n479,usual,proper,incomplete,1,critical,inconv,nonprob,priority,priority
n480,usual,proper,incomplete,1,critical,inconv,nonprob,not_recom,not_recom
n481,usual,proper,incomplete,1,critical,inconv,slightly_prob,recommended,priority
n482,usual,proper,incomplete,1,critical,inconv,slightly_prob,priority,priority
n483,usual,proper,incomplete,1,critical,inconv,slightly_prob,not_recom,not_recom
n484,usual,proper,incomplete,1,critical,inconv,problematic,recommended,priority
n485,usual,proper,incomplete,1,critical,inconv,problematic,priority,priority
n486,usual,proper,incomplete,1,critical,inconv,problematic,not_recom,not_recom
n487,usual,proper,incomplete,2,convenient,convenient,nonprob,recommended,very_recom
n488,usual,proper,incomplete,2,convenient,convenient,nonprob,priority,priority
n489,usual,proper,incomplete,2,convenient,convenient,nonprob,not_recom,not_recom
n490,usual,proper,incomplete,2,convenient,convenient,slightly_prob,recommended,very_recom
n491,usual,proper,incomplete,2,convenient,convenient,slightly_prob,priority,priority
n492,usual,proper,incomplete,2,convenient,convenient,slightly_prob,not_recom,not_recom
n493,usual,proper,incomplete,2,convenient,convenient,problematic,recommended,priority
n494,usual,proper,incomplete,2,convenient,convenient,problematic,priority,priority
n495,usual,proper,incomplete,2,convenient,convenient,problematic,not_recom,not_recom
n496,usual,proper,incomplete,2,convenient,inconv,nonprob,recommended,priority
n497,usual,proper,incomplete,2,convenient,inconv,nonprob,priority,priority
n498,usual,proper,incomplete,2,convenient,inconv,nonprob,not_recom,not_recom
n499,usual,proper,incomplete,2,convenient,inconv,slightly_prob,recommended,priority
n500,usual,proper,incomplete,2,convenient,inconv,slightly_prob,priority,priority
n501,usual,proper,incomplete,2,convenient,inconv,slightly_prob,not_recom,not_recom
n502,usual,proper,incomplete,2,convenient,inconv,problematic,recommended,priority
n503,usual,proper,incomplete,2,convenient,inconv,problematic,priority,priority
n504,usual,proper,incomplete,2,convenient,inconv,problematic,not_recom,not_recom
n505,usual,proper,incomplete,2,less_conv,convenient,nonprob,recommended,priority
n506,usual,proper,incomplete,2,less_conv,convenient,nonprob,priority,priority
n507,usual,proper,incomplete,2,less_conv,convenient,nonprob,not_recom,not_recom
n508,usual,proper,incomplete,2,less_conv,convenient,slightly_prob,recommended,priority
n509,usual,proper,incomplete,2,less_conv,convenient,slightly_prob,priority,priority
n510,usual,proper,incomplete,2,less_conv,convenient,slightly_prob,not_recom,not_recom
n511,usual,proper,incomplete,2,less_conv,convenient,problematic,recommended,priority
n512,usual,proper,incomplete,2,less_conv,convenient,problematic,priority,priority
n513,usual,proper,incomplete,2,less_conv,convenient,problematic,not_recom,not_recom
n514,usual,proper,incomplete,2,less_conv,inconv,nonprob,recommended,priority
n515,usual,proper,incomplete,2,less_conv,inconv,nonprob,priority,priority
n516,usual,proper,incomplete,2,less_conv,inconv,nonprob,not_recom,not_recom
n517,usual,proper,incomplete,2,less_conv,inconv,slightly_prob,recommended,priority
n518,usual,proper,incomplete,2,less_conv,inconv,slightly_prob,priority,priority
n519,usual,proper,incomplete,2,less_conv,inconv,slightly_prob,not_recom,not_recom
n520,usual,proper,incomplete,2,less_conv,inconv,problematic,recommended,priority
n521,usual,proper,incomplete,2,less_conv,inconv,problematic,priority,priority
n522,usual,proper,incomplete,2,less_conv,inconv,problematic,not_recom,not_recom
n523,usual,proper,incomplete,2,critical,convenient,nonprob,recommended,priority
n524,usual,proper,incomplete,2,critical,convenient,nonprob,priority,priority
n525,usual,proper,incomplete,2,critical,convenient,nonprob,not_recom,not_recom
n526,usual,proper,incomplete,2,critical,convenient,slightly_prob,recommended,priority
n527,usual,proper,incomplete,2,critical,convenient,slightly_prob,priority,priority
n528,usual,proper,incomplete,2,critical,convenient,slightly_prob,not_recom,not_recom
n529,usual,proper,incomplete,2,critical,convenient,problematic,recommended,priority
n530,usual,proper,incomplete,2,critical,convenient,problematic,priority,priority
n531,usual,proper,incomplete,2,critical,convenient,problematic,not_recom,not_recom
n532,usual,proper,incomplete,2,critical,inconv,nonprob,recommended,priority
n533,usual,proper,incomplete,2,critical,inconv,nonprob,priority,priority
n534,usual,proper,incomplete,2,critical,inconv,nonprob,not_recom,not_recom
n535,usual,proper,incomplete,2,critical,inconv,slightly_prob,recommended,priority
n536,usual,proper,incomplete,2,critical,inconv,slightly_prob,priority,priority
n537,usual,proper,incomplete,2,critical,inconv,slightly_prob,not_recom,not_recom
n538,usual,proper,incomplete,2,critical,inconv,problematic,recommended,priority
n539,usual,proper,incomplete,2,critical,inconv,problematic,priority,priority
n540,usual,proper,incomplete,2,critical,inconv,problematic,not_recom,not_recom
n541,usual,proper,incomplete,3,convenient,convenient,nonprob,recommended,very_recom
n542,usual,proper,incomplete,3,convenient,convenient,nonprob,priority,priority
n543,usual,proper,incomplete,3,convenient,convenient,nonprob,not_recom,not_recom
n544,usual,proper,incomplete,3,convenient,convenient,slightly_prob,recommended,very_recom
n545,usual,proper,incomplete,3,convenient,convenient,slightly_prob,priority,priority
n546,usual,proper,incomplete,3,convenient,convenient,slightly_prob,not_recom,not_recom
n547,usual,proper,incomplete,3,convenient,convenient,problematic,recommended,priority
n548,usual,proper,incomplete,3,convenient,convenient,problematic,priority,priority
n549,usual,proper,incomplete,3,convenient,convenient,problematic,not_recom,not_recom
n550,usual,proper,incomplete,3,convenient,inconv,nonprob,recommended,priority
n551,usual,proper,incomplete,3,convenient,inconv,nonprob,priority,priority
n552,usual,proper,incomplete,3,convenient,inconv,nonprob,not_recom,not_recom
