object,X2,X8,X3,X5,X1,X8.1,X13,X0,X6,X6.1,X10,X8.2,X0.1,X8.3,X0.2,X8.4,19
L375,5,11,4,6,2,9,6,4,6,10,5,9,1,10,7,9,4
L376,3,6,5,4,1,9,8,4,2,5,14,8,3,10,0,8,21
L377,8,12,8,7,6,9,6,3,5,9,4,8,6,8,6,8,17
L378,4,11,5,8,5,9,6,6,10,7,5,6,2,7,8,8,25
L379,4,10,6,7,4,7,8,3,7,10,5,7,2,6,5,8,18
L380,3,6,5,4,5,7,8,3,3,8,7,8,5,9,5,4,13
L381,5,11,8,8,4,5,8,2,8,10,11,9,3,9,4,6,23
L382,3,6,4,4,2,5,7,3,7,7,6,12,0,8,4,9,8
L383,1,2,2,3,1,8,7,4,1,7,8,10,2,9,3,9,16
L384,10,15,9,8,4,7,9,4,5,3,5,10,6,10,2,7,13
L385,5,7,5,5,3,6,7,6,8,12,8,12,2,10,4,7,2
L386,6,9,5,4,3,10,4,4,7,11,3,10,3,7,7,11,16
L387,7,10,9,8,7,7,7,8,6,7,5,6,4,8,4,8,13
L388,6,9,8,8,8,7,7,2,4,7,3,9,7,4,9,10,10
L389,8,12,8,7,4,5,10,4,5,14,8,6,2,9,3,7,18
L390,2,3,3,2,1,6,8,2,8,11,8,8,1,8,4,7,4
L391,4,8,6,6,8,9,7,5,6,7,5,6,5,6,8,7,3
L392,4,4,5,5,1,7,7,4,4,7,6,8,3,8,4,8,23
L393,1,0,2,1,0,7,7,6,7,7,6,13,0,8,4,10,2
L394,5,9,7,7,3,9,5,4,6,15,4,10,1,6,0,7,9
L395,5,7,7,5,5,7,6,6,7,8,7,6,3,9,8,7,1
L396,5,9,5,7,5,5,7,9,7,6,5,5,2,8,3,8,3
L397,7,10,7,5,5,7,6,3,5,8,4,9,6,8,6,7,17
L398,2,1,2,1,1,7,7,3,11,8,6,8,0,8,6,8,25
L399,2,3,4,4,1,8,14,1,6,6,11,8,0,8,0,8,19
L400,5,9,5,7,2,4,7,9,2,7,6,12,3,8,3,11,10
L401,5,11,7,8,5,7,6,7,8,7,4,12,2,9,6,8,6
L402,11,15,10,8,9,9,8,3,6,10,4,6,8,3,9,7,1
L403,8,11,11,9,7,6,8,1,8,10,8,9,3,8,4,6,23
L404,6,9,8,7,6,10,6,3,7,11,4,7,4,7,4,9,3
L405,2,5,4,4,1,6,11,3,4,8,11,8,2,10,1,8,21
L406,2,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,8
L407,2,5,4,4,2,7,8,2,10,11,6,8,1,8,6,7,25
L408,2,3,3,2,1,7,6,5,4,6,6,9,2,9,4,9,6
L409,3,5,4,8,1,13,2,9,5,14,3,12,0,6,0,8,9
L410,2,5,4,4,2,7,12,2,3,7,11,8,2,10,1,8,21
L411,8,15,8,8,5,5,8,5,4,8,7,6,6,12,3,8,21
L412,6,12,5,9,4,10,7,2,4,12,4,6,2,9,7,9,9
L413,3,6,4,4,1,6,7,6,10,7,6,13,1,8,4,9,2
L414,2,3,3,1,1,4,8,5,6,11,10,8,3,10,1,6,20
L415,2,6,4,4,2,12,2,4,3,12,2,10,2,6,3,9,0
L416,3,10,5,7,1,10,10,3,2,5,13,8,2,11,0,8,24
L417,3,7,5,5,3,7,11,1,8,7,11,8,1,10,1,8,19
L418,5,8,7,6,6,8,7,2,4,9,5,7,7,6,2,8,12
L419,5,8,5,6,3,4,11,2,3,8,10,7,3,12,1,7,21
L420,4,8,5,6,3,6,8,4,6,10,9,8,2,9,5,4,18
L421,5,6,6,8,4,7,7,12,2,7,9,8,9,6,0,8,12
L422,3,8,6,5,1,10,10,3,2,5,13,8,2,11,0,8,24
L423,9,9,6,12,6,6,9,4,2,12,7,7,3,8,13,6,25
L424,3,8,4,6,3,8,6,12,1,5,9,8,7,6,0,8,12
L425,3,7,4,5,4,7,5,10,0,7,8,8,6,5,0,8,12
L426,3,8,3,6,2,13,3,5,4,13,2,10,0,7,0,8,9
L427,7,13,7,7,4,8,7,2,6,10,7,9,6,11,4,8,10
L428,3,3,4,4,3,7,7,6,5,7,6,6,2,8,6,10,1
L429,4,10,6,8,7,7,7,5,4,7,5,7,4,6,9,14,10
L430,5,8,7,6,4,5,10,3,10,11,9,6,1,9,6,5,25
L431,4,8,4,6,3,1,13,4,4,12,10,6,0,8,1,6,5
L432,1,1,2,1,1,7,8,5,3,7,7,7,4,8,1,6,13
L433,7,10,10,8,5,7,14,5,3,13,4,0,0,10,4,7,15
L434,4,3,5,5,2,6,7,6,10,7,6,13,1,8,4,9,2
L435,4,8,6,6,3,9,5,3,10,11,4,9,1,7,6,9,25
L436,2,3,4,2,1,8,7,2,6,10,6,8,1,9,5,8,18
L437,4,6,7,4,4,9,11,2,3,5,9,8,7,11,1,8,22
L438,2,3,4,2,2,7,9,4,4,11,4,4,1,9,3,8,15
L439,4,8,4,6,1,0,0,6,6,0,1,4,0,8,0,8,11
L440,3,4,4,6,2,8,5,14,5,7,13,8,3,9,0,8,20
L441,3,10,4,7,1,13,2,9,4,14,4,12,1,6,0,8,9
L442,2,4,3,6,1,12,2,9,4,13,6,13,1,6,0,8,9
L443,3,5,3,3,2,8,7,5,10,6,6,7,2,8,7,8,25
L444,4,2,5,4,4,8,6,6,4,7,7,8,8,6,3,6,12
L445,7,13,6,7,4,8,4,5,5,7,9,8,4,8,3,8,20
L446,1,3,2,2,1,9,7,2,6,14,5,8,0,7,0,8,9
L447,5,9,5,7,7,6,7,8,5,7,6,7,2,8,7,9,1
L448,7,11,9,8,7,10,6,4,7,10,3,7,2,8,6,12,1
L449,8,14,8,8,4,9,4,4,7,11,4,10,3,7,8,11,16
L450,3,4,5,3,2,7,9,2,5,10,6,6,5,9,1,7,13
L451,3,7,4,5,3,9,7,5,7,10,4,5,3,8,3,8,3
L452,1,0,1,0,0,7,7,6,4,7,6,7,1,8,5,9,1
L453,4,6,6,4,4,7,8,2,7,11,7,9,3,8,4,9,4
L454,3,3,5,2,2,6,8,3,8,11,8,9,2,9,4,7,4
L455,6,11,8,8,5,7,9,2,5,9,6,7,5,9,1,8,13
L456,2,4,4,6,1,7,14,0,6,8,11,8,0,8,0,8,19
L457,3,3,5,4,1,9,9,3,1,5,13,8,2,10,0,8,24
L458,7,9,7,10,8,8,8,6,2,7,7,11,4,10,8,6,16
L459,9,15,8,8,5,5,5,4,4,7,8,10,7,5,3,9,20
L460,3,3,4,4,2,7,10,14,2,7,3,8,3,8,0,8,7
L461,2,10,3,8,1,14,3,7,5,14,1,10,0,7,0,8,9
L462,1,4,3,3,2,10,6,3,5,10,3,6,2,8,2,9,3
L463,2,4,2,2,1,6,7,5,5,9,7,10,2,8,4,9,6
L464,5,9,7,8,9,7,7,5,4,7,6,8,7,9,7,8,21
L465,2,2,3,3,2,7,9,5,7,7,9,9,3,9,1,8,20
L466,7,11,9,8,7,5,9,5,7,6,9,10,3,9,1,8,20
L467,3,3,4,4,2,7,7,3,14,9,6,8,0,8,8,8,25
L468,2,3,3,1,1,7,7,5,5,9,6,10,2,9,4,10,6
L469,4,11,5,8,4,7,4,1,7,8,2,10,1,6,3,8,11
L470,4,6,5,4,4,9,7,3,6,10,4,6,3,8,2,8,3
L471,3,10,5,7,5,9,8,3,3,8,4,6,4,8,6,5,9
L472,3,6,5,4,5,7,6,3,4,6,6,8,7,7,6,9,10
L473,3,9,5,7,3,12,3,4,3,11,1,9,2,6,3,9,0
L474,3,4,4,7,1,0,1,6,6,0,0,6,0,8,0,8,11
L475,4,9,6,7,5,8,5,3,5,6,7,8,3,9,9,9,23
L476,5,9,5,5,3,11,5,3,6,9,4,7,3,9,6,11,16
L477,3,8,3,6,2,2,12,4,3,12,10,6,0,8,2,7,5
L478,2,3,4,2,2,7,10,2,2,6,9,8,5,11,0,7,22
L479,6,9,9,6,6,5,7,1,7,10,8,10,3,8,4,7,10
L480,4,9,4,6,4,4,12,7,1,10,6,4,1,10,3,8,15
L481,6,9,5,5,2,8,11,4,5,7,10,5,4,10,2,6,21
L482,7,15,6,8,3,10,2,3,5,13,4,12,2,8,5,10,11
L483,3,8,5,5,1,6,6,3,1,6,0,8,2,6,1,7,0
L484,3,3,3,4,3,6,7,9,6,7,6,7,2,8,8,10,1
L485,6,9,5,5,2,8,4,4,5,9,2,8,3,6,5,8,18
L486,6,11,4,6,2,10,6,5,5,12,3,6,3,8,5,10,8
L487,1,0,1,0,1,7,8,6,4,7,6,7,1,8,6,9,1
L488,4,8,6,6,5,4,10,1,2,10,8,7,5,10,2,4,5
L489,3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9,8
L490,5,8,7,6,7,7,6,5,5,7,7,10,11,6,2,8,12
L491,2,1,3,2,2,5,7,4,7,7,6,11,3,8,4,9,10
L492,2,3,2,2,1,6,8,6,7,8,7,12,1,9,3,10,2
L493,4,7,6,5,4,9,8,3,7,10,4,7,3,8,3,9,7
L494,3,2,4,4,3,8,7,7,5,7,6,7,2,8,9,8,18
L495,4,5,5,7,4,7,7,10,7,7,6,8,2,8,9,9,1
L496,2,3,2,1,1,8,7,6,4,9,6,8,2,8,3,8,14
L497,9,11,12,8,8,4,6,4,5,10,11,11,11,6,4,8,12
L498,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,8
L499,7,9,10,8,11,6,6,6,5,5,5,8,11,11,9,12,22
L500,4,6,4,4,1,8,5,12,5,7,15,8,3,9,0,8,20
L501,4,5,5,4,2,4,11,2,7,11,10,6,1,11,2,5,24
L502,3,9,6,7,3,11,2,3,3,10,2,9,2,6,3,8,0
L503,2,3,4,2,2,7,10,3,4,12,4,3,1,10,2,8,15
L504,4,7,6,5,5,7,8,5,5,9,6,6,3,7,6,7,1
L505,4,7,5,5,3,8,6,8,5,10,6,9,3,8,3,8,14
L506,5,7,5,5,2,3,10,3,7,11,12,7,2,11,3,5,24
L507,4,5,6,5,4,8,9,4,5,7,6,9,3,8,8,7,8
L508,3,9,4,6,3,5,10,9,3,7,4,8,3,7,6,11,17
L509,6,8,9,6,5,10,8,3,6,10,2,4,5,9,1,7,13
L510,3,7,3,5,4,6,7,7,5,7,6,7,2,8,7,10,1
L511,9,15,8,8,4,9,3,4,7,11,4,10,3,8,8,11,16
L512,6,11,8,8,6,9,7,6,7,7,6,8,6,8,4,7,7
L513,2,4,3,3,1,11,6,2,7,11,3,7,0,7,1,8,9
L514,4,4,5,6,3,7,8,4,1,7,8,8,8,10,0,8,22
L515,5,11,6,8,2,3,11,3,8,13,11,5,0,10,2,4,24
L516,4,9,5,7,3,4,11,3,7,11,10,6,1,10,3,5,5
L517,4,9,6,6,2,7,4,3,2,7,1,8,3,7,3,8,0
L518,1,0,2,0,0,7,7,4,4,7,6,8,2,8,3,8,23
L519,5,10,7,8,5,7,8,2,9,12,7,8,1,9,6,7,25
L520,3,7,4,4,2,7,9,14,2,7,3,8,3,8,0,8,7
L521,6,11,9,8,8,7,6,1,6,10,5,9,7,7,6,9,10
L522,4,7,5,8,5,8,8,4,5,7,6,8,3,8,9,8,9
L523,2,4,4,3,2,6,9,2,4,10,7,7,5,8,1,8,13
L524,5,9,7,7,7,7,5,6,2,7,7,8,7,7,6,12,22
L525,4,6,5,4,2,6,8,7,9,9,10,8,3,9,1,8,20
L526,2,6,4,4,1,9,10,3,2,5,13,8,2,11,0,8,24
L527,4,7,4,9,4,7,7,6,3,8,9,10,3,8,6,8,16
L528,3,3,4,2,1,4,12,4,3,11,11,6,2,11,1,8,21
L529,6,13,6,7,5,11,5,4,6,10,4,7,5,9,6,10,3
L530,3,8,4,6,2,7,9,4,2,8,12,8,2,10,0,8,21
L531,4,8,5,6,3,5,12,8,4,8,3,9,3,7,6,11,17
L532,1,0,1,1,0,2,2,5,5,1,1,6,0,8,0,8,11
L533,4,10,7,8,3,8,12,3,4,5,11,8,3,10,1,8,21
L534,5,10,7,8,5,6,10,2,6,13,7,5,1,10,2,7,5
L535,5,8,7,7,8,7,8,5,5,8,6,8,7,8,9,6,1
L536,3,4,4,5,2,6,10,9,4,7,4,8,3,7,5,10,17
L537,3,6,4,4,3,9,6,6,5,8,6,7,2,8,4,6,9
L538,3,7,5,5,1,7,8,4,2,7,14,8,3,10,0,8,21
L539,9,9,8,13,5,9,10,2,4,5,11,5,4,10,7,8,24
L540,8,9,11,7,8,10,6,2,5,9,4,7,8,7,2,8,12
L541,3,2,4,3,2,7,7,3,9,6,6,8,2,8,6,8,23
L542,3,9,4,7,2,7,7,6,8,5,6,7,0,8,9,7,18
L543,2,3,4,2,2,8,7,1,6,10,5,8,3,8,2,8,10
L544,3,7,5,5,3,6,11,1,7,8,11,9,1,11,1,8,19
L545,3,4,6,3,3,7,8,3,6,10,6,8,3,8,3,7,7
L546,4,9,4,7,2,0,2,4,6,1,0,8,0,8,0,8,11
L547,3,8,4,6,2,10,6,2,8,12,3,7,0,6,2,6,9
L548,2,1,2,1,1,5,7,8,7,6,6,6,2,8,3,8,3
L549,2,1,3,2,2,8,7,5,5,7,6,6,2,8,5,9,1
L550,6,9,9,7,5,10,8,3,6,10,2,4,5,9,1,7,13
L551,6,10,9,8,11,6,7,4,4,6,6,9,8,9,9,7,17
L552,13,15,13,8,7,3,8,6,6,4,2,13,9,11,2,8,12
L553,3,6,4,4,2,7,7,4,14,9,6,8,0,8,8,8,25
L554,6,9,8,7,9,6,7,4,5,7,6,8,6,9,7,5,17
L555,5,11,6,8,2,3,7,8,2,7,6,11,4,8,2,11,10
L556,5,9,8,7,7,7,12,2,2,6,8,8,7,12,1,8,22
L557,3,6,4,4,2,7,10,4,4,12,5,3,1,10,3,8,15
L558,3,8,4,6,4,6,7,5,8,7,5,10,3,8,5,9,4
L559,7,12,5,6,4,8,7,4,4,11,5,9,3,9,8,11,4
L560,3,3,4,4,1,10,13,3,3,3,11,9,0,10,0,8,24
L561,3,10,4,7,3,11,5,2,6,11,2,7,0,7,1,7,9
L562,3,7,4,5,2,4,5,2,10,3,1,8,0,7,2,5,11
L563,2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,8
L564,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,8
L565,6,10,7,6,4,13,2,4,3,12,1,9,5,5,1,9,12
L566,2,5,4,3,2,7,12,2,2,7,11,9,2,10,1,8,21
L567,7,10,9,8,6,7,10,4,4,12,5,3,1,10,3,8,15
L568,5,10,7,8,7,7,7,6,7,7,6,8,6,8,4,8,7
L569,9,13,7,8,5,8,6,5,5,9,5,9,6,6,7,11,17
L570,4,9,6,7,5,8,7,3,5,6,7,6,4,11,10,8,23
L571,2,5,3,7,6,8,7,4,1,7,6,7,5,8,4,8,15
L572,4,10,5,7,3,7,9,4,2,7,13,8,2,10,0,8,21
L573,3,6,3,4,3,8,7,11,1,6,6,8,5,9,0,6,13
L574,3,1,4,3,2,8,7,7,5,7,6,8,2,8,3,8,14
L575,6,11,7,8,5,5,7,6,6,9,8,10,2,8,5,9,6
L576,4,5,5,4,2,5,12,3,7,11,10,4,1,11,1,5,19
L577,8,12,7,6,6,6,7,3,5,7,5,9,6,9,6,6,17
L578,4,3,5,5,3,8,8,4,1,6,8,8,8,9,0,8,22
L579,6,9,6,5,3,7,5,5,5,7,8,8,5,7,2,8,20
L580,6,12,6,6,4,8,3,3,4,12,8,12,3,10,5,11,11
L581,7,12,7,6,3,10,4,5,4,13,5,8,2,9,2,7,18
L582,4,9,5,11,7,9,8,8,2,5,7,10,3,8,6,10,16
L583,3,1,4,3,3,7,6,6,4,6,7,7,8,6,2,7,12
L584,2,2,3,3,2,5,10,4,5,10,9,5,1,10,3,6,5
L585,5,8,5,6,2,2,11,5,4,12,12,8,2,10,1,8,21
L586,5,7,5,5,2,3,11,4,3,10,12,8,2,10,1,8,21
L587,4,8,4,6,3,1,13,4,3,12,10,7,0,8,1,6,5
L588,4,11,6,8,6,6,6,6,5,7,7,10,8,5,2,9,12
L589,3,8,4,6,2,7,7,0,6,13,6,8,0,8,1,8,8
L590,3,7,3,4,2,4,12,8,2,10,6,4,1,10,4,8,15
L591,4,2,5,3,2,6,8,5,8,7,10,9,3,9,1,8,20
L592,3,4,3,3,3,7,7,5,5,7,6,6,2,8,6,9,1
L593,4,10,6,9,6,8,7,8,5,6,4,8,3,8,4,7,16
L594,5,8,5,6,4,7,8,13,1,7,5,8,3,8,0,8,7
L595,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8,23
L596,4,7,6,5,6,9,7,5,5,6,7,5,8,6,2,6,12
L597,3,7,4,5,1,7,7,3,7,15,6,10,0,7,1,7,9
L598,6,12,5,7,3,7,10,6,4,9,9,5,5,12,3,8,21
L599,2,3,2,2,2,7,7,5,5,6,6,5,2,8,6,8,1
L600,5,8,5,6,3,4,13,4,6,12,10,4,1,11,1,5,19
L601,8,10,9,8,5,4,7,6,8,10,10,9,3,9,2,5,20
L602,4,7,6,5,4,7,8,5,6,10,6,4,3,8,4,8,3
L603,4,9,6,7,2,7,12,1,3,7,11,8,0,10,0,8,24
L604,2,1,2,2,1,8,7,7,4,7,6,8,2,8,3,8,14
L605,2,0,2,1,1,7,6,7,5,7,6,8,2,8,3,8,14
L606,4,4,4,6,2,4,7,8,1,7,6,11,3,8,2,11,10
L607,8,11,8,6,5,9,8,4,5,6,9,6,11,8,3,6,22
L608,5,11,7,8,4,8,3,2,3,7,1,8,2,7,3,7,0
L609,8,12,6,6,4,5,9,6,4,9,8,9,5,10,5,8,14
L610,5,9,6,8,7,9,7,5,6,7,6,7,6,8,10,12,18
L611,5,7,5,5,3,6,11,3,7,11,9,5,2,12,3,4,19
L612,2,7,3,5,3,8,8,7,5,7,5,6,2,8,8,8,18
L613,3,4,5,3,2,7,7,1,8,10,6,8,2,8,3,7,23
L614,2,9,4,6,1,5,14,1,6,9,11,7,0,8,0,8,19
L615,5,9,6,7,5,6,6,8,5,7,6,10,5,8,7,3,20
L616,5,6,5,4,3,5,9,1,7,9,10,6,2,11,3,5,24
L617,3,3,4,2,1,4,12,3,3,10,11,7,2,11,1,7,21
L618,2,4,4,3,2,9,7,4,6,10,4,6,2,8,3,8,3
L619,5,10,8,8,7,7,8,7,7,7,5,9,3,8,3,8,7
L620,4,8,6,6,8,9,7,4,4,6,7,7,7,10,7,6,1
L621,5,11,6,8,3,7,8,4,8,11,7,7,2,8,5,6,18
L622,2,2,3,3,2,8,7,7,4,7,6,8,2,8,3,8,14
L623,6,11,7,9,3,7,8,9,8,7,7,6,3,8,4,8,14
L624,2,6,2,4,1,12,2,9,3,13,5,13,1,6,0,8,9
L625,3,4,4,6,6,8,9,4,0,8,7,7,5,9,5,7,15
L626,3,7,5,5,5,8,6,5,1,7,6,8,7,8,3,8,14
L627,3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,7,8
L628,4,9,6,6,6,7,7,3,8,8,6,9,1,8,11,7,25
L629,3,6,5,4,7,9,7,4,2,7,6,8,8,11,1,6,22
L630,2,4,3,5,1,1,13,4,4,12,11,7,0,8,2,6,5
L631,5,7,8,5,6,8,7,3,6,10,6,8,3,8,3,8,7
L632,2,4,3,3,2,9,6,3,5,10,4,6,2,8,2,8,3
L633,2,1,2,2,1,7,7,8,5,6,6,7,2,8,7,10,1
L634,0,0,1,0,0,4,7,5,3,7,6,10,3,8,2,11,10
L635,4,10,6,8,3,5,11,1,9,9,12,8,0,10,1,7,19
L636,3,8,3,6,2,7,7,13,2,5,6,8,5,8,0,8,13
L637,2,6,2,4,1,1,11,3,6,11,11,9,0,8,1,6,5
L638,3,8,5,5,2,7,4,3,1,7,1,8,3,7,2,8,0
L639,8,11,7,8,5,4,11,1,3,8,10,8,5,12,1,7,21
L640,9,13,7,7,3,4,13,3,5,13,7,3,2,7,5,4,5
L641,2,1,3,1,0,7,10,3,1,7,13,8,1,11,0,8,24
L642,4,7,6,5,4,9,8,3,6,10,3,6,3,6,4,10,17
L643,5,9,5,11,7,8,7,6,2,8,7,10,3,8,5,8,16
L644,6,9,9,7,6,10,5,3,5,9,3,6,8,6,2,9,12
L645,3,5,3,3,2,4,10,3,5,10,8,4,0,10,3,7,15
L646,3,7,4,5,3,6,7,4,7,6,6,9,3,8,5,9,10
L647,6,6,8,9,8,10,12,6,4,6,7,6,5,10,7,4,24
L648,4,6,6,6,5,6,7,4,7,6,4,7,3,7,5,6,3
L649,4,3,5,5,3,6,9,10,5,7,5,8,2,8,5,10,17
L650,4,7,6,5,5,10,7,3,6,10,4,6,2,8,4,10,1
L651,4,8,6,6,4,6,7,7,7,8,9,8,3,10,5,9,19
L652,6,10,8,8,4,7,7,4,2,7,8,8,9,9,0,8,22
L653,5,9,7,7,8,7,9,5,5,8,5,7,7,6,8,12,10
L654,10,15,9,8,5,8,4,5,4,9,4,5,4,7,5,8,6
L655,3,7,3,5,2,4,12,8,2,10,6,4,1,10,3,8,15
L656,1,0,1,1,0,6,7,6,8,7,6,14,0,8,4,10,2
L657,5,11,7,8,4,10,6,4,8,11,3,8,2,8,5,11,18
L658,5,9,6,7,4,7,4,5,4,14,8,14,1,6,1,6,9
L659,5,11,8,8,6,7,11,7,3,10,5,3,3,11,4,8,15
L660,3,2,4,4,2,7,7,3,9,6,6,8,2,8,6,8,23
L661,8,13,8,8,5,9,3,3,3,11,6,11,4,8,7,9,11
L662,4,5,4,8,4,6,8,10,7,7,5,7,2,8,9,10,1
L663,3,5,6,4,3,8,7,2,8,11,5,8,2,8,5,10,4
L664,3,4,4,6,2,7,9,15,2,7,4,8,3,8,0,8,7
L665,3,4,4,3,2,6,11,3,7,11,9,4,2,11,3,4,19
L666,2,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8,15
L667,2,3,4,2,2,6,8,2,6,10,8,8,1,8,5,6,18
L668,1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8,13
L669,5,4,5,6,3,4,12,9,3,10,6,4,1,10,4,8,15
L670,3,5,5,4,3,9,7,5,7,9,4,5,3,8,3,8,3
L671,2,7,3,4,1,6,14,0,6,8,11,8,0,8,0,8,19
L672,2,4,4,2,2,9,7,3,5,11,5,7,2,7,4,9,1
L673,3,7,5,5,2,7,10,2,2,7,12,8,1,11,0,8,24
L674,3,11,4,8,2,15,3,4,5,13,0,8,0,7,0,8,9
L675,3,9,6,7,4,11,3,2,2,9,2,9,3,4,3,8,0
L676,3,7,5,5,2,11,6,2,7,14,3,8,0,8,0,8,9
L677,2,3,3,4,1,9,10,5,9,5,6,5,0,7,8,7,18
L678,4,8,4,6,2,3,7,6,11,7,6,15,0,8,7,7,4
L679,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,8
L680,5,9,7,6,7,8,8,6,7,7,6,9,6,8,4,7,7
L681,4,5,5,8,2,7,6,8,8,6,5,10,2,8,6,11,6
L682,2,2,3,3,2,7,8,5,9,6,6,9,1,9,7,8,25
L683,4,6,6,4,3,9,10,1,7,3,11,8,1,11,1,9,24
L684,3,7,4,5,5,7,5,4,4,6,5,8,4,8,5,7,7
L685,4,8,6,6,7,8,8,7,6,7,5,6,2,7,7,10,1
L686,4,9,6,7,4,10,3,2,2,8,2,10,4,4,3,8,0
L687,6,10,6,6,5,10,6,3,5,9,5,8,6,8,7,9,1
L688,6,10,8,8,7,9,6,6,5,6,7,6,8,6,2,6,12
L689,4,9,4,6,2,5,10,9,4,9,6,5,2,10,4,8,15
L690,5,11,8,8,6,4,11,2,3,8,9,9,9,11,2,7,22
L691,2,4,4,2,1,6,8,2,7,11,7,8,1,8,4,6,18
L692,3,10,4,8,1,13,2,9,4,14,5,13,1,6,0,8,9
L693,8,14,9,8,5,7,7,2,4,12,4,8,6,8,0,7,13
L694,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,8
L695,5,8,7,11,11,8,9,4,1,8,7,6,8,10,6,8,15
L696,2,3,3,2,1,6,7,5,5,9,7,10,2,8,4,10,6
L697,6,8,8,6,5,4,9,4,9,11,10,9,2,9,4,5,4
L698,6,8,7,10,6,8,7,7,4,8,7,10,3,8,6,8,16
L699,3,8,4,6,2,5,11,8,4,7,4,9,3,7,6,11,17
L700,2,3,2,2,2,5,7,4,7,6,6,10,3,8,4,10,10
L701,4,5,6,6,6,9,9,6,4,7,7,7,5,11,6,4,24
L702,4,5,6,6,6,6,9,4,2,8,7,6,6,10,4,6,15
L703,6,9,6,4,3,7,3,5,2,6,5,4,4,8,5,7,6
L704,4,7,6,5,6,7,7,6,2,7,6,11,4,9,7,9,6
L705,7,9,8,7,7,6,7,5,5,7,6,9,5,9,7,10,15
L706,7,15,7,8,5,9,3,3,4,12,6,11,3,8,6,9,11
L707,1,2,2,3,1,10,6,2,6,12,4,9,0,7,1,7,9
L708,3,10,5,8,2,8,10,1,3,6,12,8,1,11,0,8,24
L709,6,11,8,8,8,8,8,6,6,9,5,4,6,9,5,10,3
L710,6,10,9,8,8,8,7,2,4,9,7,8,8,6,2,8,12
L711,2,1,2,2,1,8,6,6,6,6,5,10,1,7,5,10,6
L712,4,9,5,6,4,6,9,8,5,3,7,12,4,8,5,6,20
L713,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,8
L714,4,11,5,8,3,8,6,0,7,13,6,9,1,7,3,8,8
L715,6,11,6,8,5,6,6,9,7,6,6,7,2,8,10,10,1
L716,1,2,2,3,2,7,7,5,2,8,8,9,2,9,4,9,16
L717,2,7,3,5,1,13,2,9,4,14,4,12,1,6,0,8,9
L718,4,11,5,8,4,6,7,9,7,7,6,7,2,8,9,10,1
L719,3,5,5,5,4,9,8,3,4,6,8,7,4,10,4,5,0
L720,3,4,5,2,2,8,8,2,7,10,6,7,1,8,5,7,18
L721,4,4,4,6,2,8,5,14,5,6,13,8,3,9,0,8,20
L722,2,3,4,2,2,7,7,2,7,11,7,9,2,8,4,8,4
L723,3,8,3,6,3,6,10,7,4,6,3,10,2,6,5,11,17
L724,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8,11
L725,3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,13
L726,6,9,9,8,10,7,8,5,5,7,7,8,7,9,9,6,1
L727,6,9,8,6,9,7,6,3,5,6,6,9,8,6,7,7,10
L728,5,8,6,7,7,6,8,2,5,7,6,9,4,7,8,7,23
L729,6,9,5,4,2,5,11,5,3,13,5,4,4,9,3,8,15
L730,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,8
L731,8,14,7,8,5,8,6,4,3,9,6,8,4,9,8,8,6
L732,3,10,6,8,4,12,2,3,3,10,2,9,2,6,4,8,0
L733,4,4,6,3,3,8,6,1,7,10,4,9,4,7,4,9,10
L734,5,10,7,8,7,8,6,7,7,6,7,6,2,8,8,11,1
L735,3,8,5,6,3,5,9,1,6,8,12,10,1,11,2,8,24
L736,2,4,4,3,2,5,10,3,3,10,8,8,5,8,1,7,13
L737,2,4,4,6,1,5,10,3,2,8,13,8,2,11,0,8,24
L738,9,12,6,7,3,8,7,6,5,9,4,7,5,9,5,9,14
L739,6,11,9,9,7,6,8,2,8,10,7,9,3,8,5,7,4
L740,6,10,6,8,4,3,9,5,6,11,11,9,3,9,1,7,20
L741,7,8,8,6,3,4,8,5,8,10,10,9,3,9,2,6,20
L742,3,5,6,4,3,9,7,1,9,10,4,7,2,8,3,8,23
L743,1,0,1,0,0,6,7,7,5,7,6,6,2,8,3,8,3
L744,2,1,3,2,2,8,7,7,7,7,7,4,2,8,3,6,3
L745,4,5,6,4,3,7,7,2,8,11,5,7,1,8,5,8,18
L746,4,5,7,4,4,5,7,2,8,10,9,10,3,8,4,6,10
L747,2,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,8
L748,4,5,5,5,5,7,8,4,5,7,5,7,4,9,8,7,5
L749,1,1,3,2,1,6,2,2,1,6,2,7,1,6,2,6,0
L750,3,6,5,4,5,6,7,3,3,7,6,9,5,9,7,5,17
