shuttle,A1,A2,A3,A4,A5,A6,A7,A8,A9,class
SH562,44,3,81,0,42,-13,37,39,2,1
SH563,37,0,79,-4,36,-5,41,43,2,1
SH564,37,0,78,0,10,20,41,68,26,1
SH565,45,0,86,6,44,-12,41,42,2,1
SH566,41,0,83,0,42,9,41,41,0,1
SH567,49,0,82,0,50,11,33,33,0,1
SH568,76,2,81,1,-40,11,5,122,118,5
SH569,53,0,86,1,52,-14,33,35,2,1
SH570,37,0,76,-1,30,0,39,45,6,1
SH571,55,4,86,0,54,0,30,32,2,1
SH572,50,3,77,5,50,0,27,28,2,1
SH573,37,-1,106,-3,36,-5,69,69,0,1
SH574,41,0,83,0,42,10,41,41,0,1
SH575,37,0,98,0,30,-13,61,67,6,1
SH576,39,-3,78,6,38,0,39,39,0,1
SH577,37,-2,75,0,36,-13,37,39,2,1
SH578,37,0,77,0,-24,-3,41,103,62,1
SH579,55,0,83,0,-30,-2,27,114,86,4
SH580,43,0,81,0,42,-4,38,40,2,1
SH581,49,3,102,0,50,2,53,53,0,1
SH582,38,-3,77,6,38,0,39,38,0,1
SH583,45,0,76,-1,44,-6,31,32,2,1
SH584,37,-5,77,0,36,1,40,41,0,1
SH585,46,2,83,0,46,10,37,37,0,1
SH586,37,0,95,0,16,-7,58,79,22,1
SH587,37,0,83,1,-2,0,46,85,40,1
SH588,59,0,86,0,56,-5,27,29,2,1
SH589,37,0,83,0,16,-24,47,68,22,1
SH590,45,-1,79,0,46,9,34,33,0,1
SH591,45,-1,88,0,44,-16,42,44,2,1
SH592,55,2,72,-13,0,1,17,72,56,4
SH593,38,0,107,0,38,5,69,68,0,1
SH594,45,-4,79,0,44,-15,33,35,2,1
SH595,44,-3,77,0,44,17,33,33,0,1
SH596,81,0,84,0,-22,-13,4,108,104,5
SH597,37,0,81,-1,36,0,44,45,0,1
SH598,48,0,82,-1,46,-2,34,35,2,1
SH599,41,0,80,2,42,0,39,39,0,1
SH600,41,-4,77,0,42,0,36,36,0,1
SH601,47,3,86,2,46,0,40,40,0,1
SH602,37,0,78,0,18,-5,41,60,18,1
SH603,41,0,79,4,42,5,38,38,0,1
SH604,42,2,86,1,42,0,44,45,2,1
SH605,62,0,109,2,60,0,47,49,2,1
SH606,49,0,85,0,50,8,36,36,0,1
SH607,64,1,113,3,62,0,49,51,2,1
SH608,37,0,77,4,8,0,41,70,28,1
SH609,37,0,77,-2,8,0,40,69,28,1
SH610,48,0,84,8,46,0,36,37,2,1
SH611,45,0,85,1,46,18,40,39,0,1
SH612,47,0,86,-7,46,0,39,40,0,1
SH613,56,5,96,0,50,1,40,47,8,4
SH614,37,0,83,0,2,-23,46,80,34,1
SH615,37,0,81,0,-2,13,44,84,40,1
SH616,54,1,82,0,54,0,28,28,0,1
SH617,43,1,76,0,42,0,33,34,2,1
SH618,55,0,78,-1,8,1,23,70,48,4
SH619,41,-1,81,0,42,15,41,40,0,1
SH620,79,0,83,0,-30,38,4,114,110,5
SH621,37,0,81,-4,20,1,44,61,16,1
SH622,51,0,86,0,52,5,35,34,0,1
SH623,56,0,95,0,56,4,39,39,0,1
SH624,37,0,106,0,24,-13,68,82,14,1
SH625,48,4,77,0,46,0,28,30,2,1
SH626,45,-1,81,0,44,-17,36,37,2,1
SH627,45,4,108,0,44,0,63,64,0,1
SH628,41,-5,108,0,42,0,67,67,0,1
SH629,37,0,76,0,34,19,39,43,4,1
SH630,46,3,90,0,46,11,44,43,0,1
SH631,54,0,88,-2,54,0,34,33,0,1
SH632,37,-4,90,0,28,0,53,62,8,1
SH633,43,0,85,1,42,0,42,44,2,1
SH634,41,0,88,-3,38,-12,48,50,2,1
SH635,55,-4,80,-2,20,-7,25,59,34,4
SH636,42,-5,84,0,42,0,42,43,2,1
SH637,55,0,92,0,-4,5,36,97,60,4
SH638,51,4,85,0,50,-11,34,36,2,1
SH639,37,0,78,0,-4,16,42,83,42,1
SH640,38,-2,92,0,26,31,54,66,12,1
SH641,41,0,79,-1,38,0,39,41,2,1
SH642,45,0,88,0,44,-12,42,44,2,1
SH643,55,4,77,0,54,0,22,23,0,1
SH644,37,0,81,1,36,0,43,44,2,1
SH645,45,-1,84,0,44,-5,38,40,2,1
SH646,48,-1,84,-3,46,-5,36,38,2,1
SH647,83,0,86,0,-2,21,3,89,86,5
SH648,37,0,105,0,18,22,68,87,18,1
SH649,44,0,86,-2,44,2,43,42,0,1
SH650,51,-5,77,0,52,0,26,25,0,1
SH651,37,0,83,0,8,21,46,75,30,1
SH652,55,4,89,0,54,0,34,35,0,1
SH653,41,0,83,4,38,-7,42,44,2,1
SH654,37,0,95,0,10,14,58,84,26,1
SH655,37,0,80,0,12,11,43,67,24,1
SH656,42,0,81,4,42,0,39,39,0,1
SH657,37,0,104,0,26,-25,66,78,12,1
SH658,39,1,86,7,38,0,46,47,0,1
SH659,52,-2,83,0,52,0,32,32,0,1
SH660,42,0,86,-1,42,0,44,45,2,1
SH661,37,0,81,0,12,-1,44,68,24,1
SH662,56,1,98,0,44,-1,42,54,12,4
SH663,37,0,105,5,18,0,68,87,18,1
SH664,44,-1,79,0,42,-30,36,38,2,1
SH665,55,0,83,0,54,-1,28,29,2,1
SH666,37,0,77,0,38,4,39,38,0,1
SH667,55,0,79,0,16,-18,23,63,40,4
SH668,37,0,107,1,30,0,70,76,6,1
SH669,42,0,84,-1,42,-1,42,43,2,1
SH670,55,0,77,-7,16,10,22,62,40,4
SH671,49,0,82,0,50,5,33,33,0,1
SH672,49,0,88,0,46,-8,40,42,2,1
SH673,45,0,88,0,46,22,42,41,0,1
SH674,53,0,88,3,52,-10,35,36,2,1
SH675,51,0,82,0,50,-12,31,33,2,1
SH676,37,0,82,-2,34,0,45,48,2,1
SH677,41,0,83,0,42,7,41,41,0,1
SH678,45,0,106,0,46,14,61,60,0,1
SH679,43,0,81,0,44,22,37,37,0,1
SH680,45,0,76,0,46,25,30,29,0,1
SH681,56,0,76,0,-2,3,20,79,58,4
SH682,48,1,94,1,46,0,46,48,2,1
SH683,48,0,95,0,46,0,47,49,2,1
SH684,37,0,95,0,10,0,58,84,26,1
SH685,46,0,86,-24,46,0,40,40,0,1
SH686,52,-1,83,0,52,0,31,31,0,1
SH687,46,1,77,0,46,6,32,31,0,1
SH688,41,0,80,0,42,18,39,39,0,1
SH689,45,2,93,0,46,23,48,47,0,1
SH690,41,0,84,0,38,-28,43,45,2,1
SH691,55,-1,87,0,54,-2,32,33,2,1
SH692,43,-1,87,0,42,-15,44,46,2,1
SH693,56,0,76,-4,-18,0,20,94,74,4
SH694,38,2,76,0,38,10,38,37,0,1
SH695,49,0,84,3,50,0,35,35,0,1
SH696,41,1,78,0,38,-14,37,39,2,1
SH697,37,0,75,0,28,43,38,46,8,1
SH698,55,0,95,0,46,-15,40,49,8,4
SH699,38,3,86,0,38,21,49,48,0,1
SH700,37,0,83,0,6,2,46,78,32,1
SH701,38,-2,80,0,38,0,42,41,0,1
SH702,45,0,77,0,44,-13,31,33,2,1
SH703,49,0,88,0,50,2,39,39,0,1
SH704,56,0,97,0,44,-14,41,53,12,4
SH705,43,-5,87,0,44,20,44,43,0,1
SH706,55,-1,76,2674,-22,14,21,99,78,4
SH707,37,0,105,-1,24,-4,68,82,14,1
SH708,56,0,95,0,50,6,40,46,6,4
SH709,54,-2,78,-1,54,0,24,24,0,1
SH710,49,4,77,0,50,3,28,28,0,1
SH711,39,0,77,-6,38,0,39,39,0,1
SH712,56,0,92,0,54,3,36,38,2,1
SH713,45,-5,82,0,44,-25,37,38,2,1
SH714,38,1,77,0,38,12,39,38,0,1
SH715,45,0,93,0,44,-4,48,50,2,1
SH716,44,1,75,0,42,-20,31,34,2,1
SH717,49,0,86,-1,50,15,38,37,0,1
SH718,41,0,82,-1,38,-13,41,43,2,1
SH719,46,0,85,0,44,-25,39,41,2,1
SH720,37,0,78,0,2,28,41,75,34,1
SH721,37,0,82,0,16,1,45,66,22,1
SH722,55,0,79,0,8,-16,23,71,48,4
SH723,85,0,88,-114,0,0,3,88,84,5
SH724,37,0,100,0,34,-11,64,67,4,1
SH725,37,0,76,0,26,-9,39,50,10,1
SH726,37,0,77,1,26,9,40,51,12,1
SH727,44,0,89,0,44,17,45,45,0,1
SH728,53,1,78,0,52,-7,25,26,2,1
SH729,37,0,80,0,28,-6,43,52,8,1
SH730,37,0,79,0,24,24,42,55,14,1
SH731,41,1,106,-1,42,3,65,65,0,1
SH732,38,2,79,0,38,8,41,40,0,1
SH733,37,0,76,-4,30,22,39,45,6,1
SH734,55,4,81,1,54,0,27,27,0,1
SH735,41,0,77,0,42,15,37,36,0,1
SH736,56,0,97,-6,46,0,41,50,10,4
SH737,37,0,78,0,0,-17,41,78,36,1
SH738,37,0,75,0,24,-17,38,52,14,1
SH739,62,-1,108,0,60,0,45,48,2,1
SH740,56,0,97,-3,46,0,41,50,10,4
SH741,49,0,88,1,50,19,40,39,0,1
SH742,51,-2,78,0,50,-30,27,29,2,1
SH743,37,0,83,0,28,10,46,54,8,1
SH744,41,0,76,-7,42,11,34,34,0,1
SH745,37,0,77,0,34,-4,40,43,4,1
SH746,49,0,95,0,50,28,47,46,0,1
SH747,46,0,85,0,44,-27,39,41,2,1
SH748,55,1,86,0,54,0,32,32,0,1
SH749,41,0,86,-2,38,-11,45,47,2,1
SH750,45,0,83,0,46,29,37,36,0,1
SH751,47,2,83,0,46,0,36,36,0,1
SH752,55,0,77,0,12,-11,22,65,42,4
SH753,80,0,84,0,-36,5,4,120,116,5
SH754,43,0,83,1,42,-8,39,41,2,1
SH755,50,0,86,6,50,0,36,37,0,1
SH756,49,2,77,0,46,-7,28,30,2,1
SH757,37,0,75,0,26,-8,38,49,12,1
SH758,53,-1,86,0,54,17,33,32,0,1
SH759,55,0,77,0,10,-18,21,66,46,4
SH760,81,-3,84,0,-22,-2,4,108,104,5
SH761,55,0,95,0,36,29,40,59,20,4
SH762,55,0,77,3,-10,0,22,88,66,4
SH763,55,0,96,3,44,26,41,52,12,4
SH764,42,1,79,0,42,0,37,38,0,1
SH765,37,1,76,0,20,0,39,55,16,1
SH766,37,-1,79,0,28,0,42,51,8,1
SH767,56,4,97,-4,46,0,41,51,10,4
SH768,44,1,107,0,44,0,63,63,0,1
SH769,51,5,87,0,50,0,36,38,2,1
SH770,37,0,83,0,6,-10,47,78,32,1
SH771,55,0,83,0,-28,1,27,111,84,4
SH772,37,0,76,0,28,21,39,48,8,1
SH773,38,0,79,-1,38,4,41,40,0,1
SH774,37,2,77,0,34,0,40,43,4,1
SH775,37,0,80,5,26,0,43,54,10,1
SH776,37,0,78,-6,28,0,41,50,8,1
SH777,55,0,95,-1,52,21,40,44,4,4
SH778,55,0,76,0,-22,3,21,99,78,4
SH779,37,0,105,0,24,5,68,82,14,1
SH780,38,1,83,0,38,0,44,44,0,1
SH781,43,0,79,5,42,0,37,38,2,1
SH782,37,0,76,2,30,25,40,45,6,1
SH783,37,0,106,-3,24,0,69,82,14,1
SH784,41,-2,80,0,42,0,39,39,0,1
SH785,37,0,76,0,20,18,40,55,16,1
SH786,49,0,88,0,46,-6,39,41,2,1
SH787,46,0,86,-7,46,4,41,40,0,1
SH788,58,0,80,-7,56,0,22,23,0,1
SH789,48,0,84,2,46,0,36,37,2,1
SH790,45,0,81,0,46,18,36,35,0,1
SH791,37,0,83,0,34,21,46,49,2,1
SH792,105,0,106,-1,70,0,1,36,34,5
SH793,44,0,87,0,44,12,43,43,0,1
SH794,49,0,100,0,46,-3,52,54,2,1
SH795,41,-1,81,0,38,-10,41,43,2,1
SH796,37,0,76,0,36,-16,38,39,2,1
SH797,37,0,104,0,16,-11,67,89,22,1
SH798,45,0,86,2,44,0,41,42,2,1
SH799,55,-1,79,-3,26,-6,23,53,30,4
SH800,41,-3,80,0,38,-21,39,41,2,1
SH801,49,0,78,-6,50,18,29,29,0,1
SH802,52,-3,84,0,52,-4,31,32,0,1
SH803,56,0,77,0,-24,-7,21,103,82,4
SH804,42,-1,106,0,42,0,63,64,2,1
SH805,43,0,81,-5,42,-1,37,39,2,1
SH806,51,-2,87,0,50,-13,36,38,2,1
SH807,56,0,89,0,56,4,33,32,0,1
SH808,37,0,94,-6,16,0,57,79,22,1
SH809,53,5,81,-1,54,8,28,27,0,1
SH810,55,-1,83,4,54,0,29,29,0,1
SH811,55,1,83,-3,54,0,29,29,0,1
SH812,45,0,86,1,44,0,42,42,0,1
SH813,45,0,82,0,44,-9,37,38,2,1
SH814,38,0,93,0,34,21,55,59,4,1
SH815,37,0,77,0,36,-11,40,41,2,1
SH816,81,0,85,0,-22,0,4,108,104,5
SH817,47,0,76,1,46,0,28,29,0,1
SH818,45,0,88,0,44,-7,42,44,2,1
SH819,55,0,77,-3,30,0,21,46,24,4
SH820,49,0,84,0,50,10,36,35,0,1
SH821,58,0,86,2,56,0,28,30,2,1
SH822,45,0,79,0,44,-6,34,35,2,1
SH823,56,0,96,0,42,6,40,55,14,4
SH824,37,0,105,0,18,6,68,87,18,1
SH825,37,0,90,0,36,28,53,54,2,1
SH826,54,-1,81,0,54,0,27,27,0,1
SH827,44,0,81,-2,44,3,38,37,0,1
SH828,50,-3,77,0,50,0,27,28,0,1
SH829,43,0,84,-1,42,-10,41,43,2,1
SH830,55,0,82,0,54,14,26,28,2,1
SH831,44,0,79,0,44,14,36,35,0,1
SH832,44,4,84,0,44,2,40,41,0,1
SH833,44,2,81,0,44,9,38,37,0,1
SH834,55,0,93,0,50,-13,38,44,6,4
SH835,51,1,78,0,50,11,27,29,2,1
SH836,39,0,78,8,38,0,39,39,0,1
SH837,37,-2,80,0,18,-7,43,62,18,1
SH838,44,0,86,-1,44,6,42,42,0,1
SH839,49,-2,82,0,50,2,33,33,0,1
SH840,56,4,91,0,56,6,35,34,0,1
SH841,46,4,81,0,46,13,35,34,0,1
SH842,37,-1,81,-3,36,-46,43,44,2,1
SH843,46,1,80,0,44,-16,34,36,2,1
SH844,81,2,83,-8,-6,-968,3,91,88,5
SH845,37,4,86,0,36,0,49,50,0,1
SH846,55,0,76,0,-18,-4,21,94,74,4
SH847,56,0,86,0,54,-7,30,32,2,1
SH848,54,-8,74,-21,0,0,20,74,54,4
SH849,106,-2,107,-4,72,0,1,35,34,5
SH850,53,0,86,0,52,-29,33,34,2,1
SH851,54,2,85,0,54,0,31,31,0,1
SH852,42,2,108,0,42,0,66,67,2,1
SH853,55,0,90,0,54,-2,34,35,2,1
SH854,55,0,77,8,-18,0,21,95,74,4
SH855,53,-4,102,0,54,0,49,48,0,1
SH856,44,-3,77,0,44,-1,33,33,0,1
SH857,55,0,92,0,34,0,37,59,22,4
SH858,39,0,76,-4,38,0,38,37,0,1
SH859,43,0,75,-2,42,0,32,34,2,1
SH860,41,0,84,0,42,9,44,43,0,1
SH861,37,0,95,3,10,0,58,84,26,1
SH862,51,1,91,0,52,9,40,39,0,1
SH863,37,3,75,0,20,19,38,54,16,1
SH864,49,0,86,1,50,16,38,37,0,1
SH865,37,0,74,-4,28,0,38,46,8,1
SH866,37,0,104,-1,16,-5,67,88,22,1
SH867,37,0,78,0,2,11,42,75,34,1
SH868,42,0,77,-2,42,-4,36,36,0,1
SH869,44,1,87,0,42,-20,43,46,2,1
SH870,53,0,84,0,52,-17,31,32,2,1
SH871,37,-16,106,-19,30,-13,69,75,6,1
SH872,39,0,81,-3,38,0,41,42,0,1
SH873,52,2,83,0,52,0,30,31,0,1
SH874,44,1,79,0,42,-14,35,37,2,1
SH875,41,-1,83,-2,38,-7,42,44,2,1
SH876,101,0,102,0,70,-12,1,32,32,5
SH877,37,0,108,0,30,-16,71,77,6,1
SH878,46,0,75,0,46,-1,29,28,0,1
SH879,43,0,86,0,44,13,42,42,0,1
SH880,54,4,79,1,54,0,25,25,0,1
SH881,37,0,76,8,34,-6,39,43,4,1
SH882,49,0,88,-3,50,7,40,39,0,1
SH883,37,1,90,0,28,4,53,62,8,1
SH884,37,2,109,16,26,0,71,83,12,1
SH885,37,-1,106,-9,28,0,69,78,8,1
SH886,38,3,76,-4,38,0,38,37,0,1
SH887,37,0,76,7,26,-7,39,50,12,1
SH888,37,-1,76,-3,28,-6,39,47,8,1
SH889,55,-1,79,-5,18,-11,23,61,38,4
SH890,46,0,86,-1,46,1,40,39,0,1
SH891,41,1,97,0,42,31,56,55,0,1
SH892,56,3,77,0,18,31,22,59,38,4
SH893,56,0,76,0,-12,31,20,89,68,4
SH894,37,0,83,-2,30,0,46,52,6,1
SH895,55,0,84,4,54,0,29,30,0,1
SH896,52,-2,83,0,52,-3,31,32,0,1
SH897,41,0,88,0,42,1,47,47,0,1
SH898,41,0,84,2,38,-10,44,46,2,1
SH899,38,0,76,-1,38,7,38,37,0,1
SH900,45,-3,82,0,44,0,37,38,0,1
SH901,37,0,80,0,30,-1,43,49,6,1
SH902,49,2,86,0,46,-2,38,40,2,1
SH903,37,0,79,0,12,-17,43,66,24,1
SH904,51,0,81,0,50,-3,30,32,2,1
SH905,39,2,78,-3,38,0,39,39,0,1
SH906,37,0,78,0,-2,-19,42,81,40,1
SH907,37,0,76,0,34,27,39,42,4,1
SH908,47,0,84,5,46,0,36,37,0,1
SH909,79,0,83,0,-32,-15,4,117,112,5
SH910,105,0,106,-1,70,0,1,36,36,5
SH911,45,-1,77,-4,44,-6,32,33,0,1
SH912,37,0,79,0,2,-7,42,76,34,1
SH913,46,0,76,5,46,1,30,30,0,1
SH914,37,0,99,0,30,31,61,68,6,1
SH915,39,1,78,0,38,0,39,39,0,1
SH916,44,0,95,0,42,-22,52,54,2,1
SH917,56,0,95,0,42,-6,40,54,14,4
SH918,55,1,91,0,54,0,36,37,0,1
SH919,55,0,93,0,38,-30,37,54,16,4
SH920,44,1,84,0,44,15,40,40,0,1
SH921,45,3,81,0,44,-6,35,37,2,1
SH922,80,0,84,-1,-42,0,4,128,124,5
SH923,38,-4,79,3,38,0,41,41,0,1
SH924,37,0,79,0,10,-6,42,68,26,1
SH925,51,0,78,-4,52,1,27,26,0,1
SH926,47,-4,106,0,46,0,60,60,0,1
SH927,55,0,79,0,16,-7,23,63,40,4
SH928,48,-5,81,6,46,0,33,35,2,1
SH929,47,4,81,0,46,0,34,35,0,1
SH930,37,0,106,13,28,0,69,77,8,1
SH931,50,-1,83,0,50,0,33,34,0,1
SH932,56,0,97,1,54,27,41,42,2,1
SH933,56,0,76,0,-10,15,20,86,66,4
SH934,37,1,109,4,26,0,71,83,12,1
SH935,37,0,106,0,36,11,69,69,0,1
SH936,37,0,76,0,36,0,40,40,0,1
SH937,37,0,79,-2,34,-4,42,46,4,1
SH938,57,-2,84,0,56,0,27,27,0,1
SH939,38,1,77,1,38,0,39,38,0,1
SH940,44,1,108,0,44,3,64,64,0,1
SH941,83,0,86,0,-4,7,3,92,88,5
SH942,107,0,108,0,72,2,1,35,34,5
SH943,37,0,81,4,24,0,44,58,14,1
SH944,81,0,84,0,-20,-6,4,105,102,5
SH945,45,0,87,5,44,-14,42,43,2,1
SH946,37,0,76,0,28,14,40,48,8,1
SH947,41,0,86,0,42,6,45,44,0,1
SH948,47,0,102,1,46,0,56,56,0,1
SH949,55,0,78,4,10,5,23,68,46,4
SH950,37,0,80,-7,-2,0,43,83,40,1
SH951,45,0,84,0,44,-8,38,40,2,1
SH952,47,5,78,0,46,0,31,32,0,1
SH953,54,2,81,0,54,0,27,27,0,1
SH954,37,0,100,0,30,-3,64,69,6,1
SH955,81,3,85,6,-24,0,4,111,106,5
SH956,40,5,79,0,38,0,39,41,2,1
SH957,55,-4,80,0,-2,0,25,83,58,4
SH958,51,-2,90,0,52,3,38,38,0,1
SH959,56,0,98,0,42,-8,42,57,14,4
SH960,37,1,90,0,24,0,52,66,14,1
SH961,37,0,94,0,10,18,57,84,28,1
SH962,46,4,87,0,44,-19,41,43,2,1
SH963,37,0,79,7,26,0,42,53,12,1
SH964,56,-3,97,0,44,11,41,53,12,4
SH965,49,0,83,0,50,11,34,34,0,1
SH966,43,0,76,1,42,-4,33,35,2,1
SH967,37,0,79,0,10,22,42,68,26,1
SH968,56,0,92,7,50,0,36,43,6,4
SH969,55,0,77,0,12,-17,22,65,42,4
SH970,56,2,77,0,16,-2,22,62,40,4
SH971,45,0,76,3,44,-1,31,32,2,1
SH972,37,0,106,0,38,20,68,67,0,1
SH973,53,0,86,1,54,13,33,32,0,1
SH974,53,-2,102,-2,54,1,49,48,0,1
SH975,41,0,88,-1,38,-7,48,50,2,1
SH976,46,0,84,-7,46,0,39,38,0,1
SH977,37,2,75,0,18,-19,38,57,18,1
SH978,44,0,77,5,44,0,33,34,0,1
SH979,37,0,77,-5,2,0,40,75,34,1
SH980,43,0,88,0,42,-8,45,47,2,1
SH981,42,-1,87,0,42,0,45,46,2,1
SH982,55,0,98,0,50,-3,42,49,6,4
SH983,37,3,76,0,36,-3,39,40,2,1
SH984,48,0,89,6,46,0,41,42,2,1
SH985,37,0,83,0,-4,-26,47,88,42,1
SH986,56,0,97,0,52,-18,41,45,4,4
SH987,37,0,79,0,2,-8,42,76,34,1
SH988,51,0,85,0,50,-2,34,36,2,1
SH989,46,3,77,0,44,-10,32,34,2,1
SH990,49,0,95,-3,46,-24,46,48,2,1
SH991,102,0,102,-2,70,-1,1,33,32,5
SH992,45,0,76,0,44,-15,31,32,2,1
SH993,54,-4,78,-3,54,0,24,24,0,1
SH994,51,3,78,0,52,10,27,26,0,1
SH995,55,0,92,-2,46,0,36,45,8,4
SH996,41,0,79,0,42,21,38,37,0,1
SH997,56,0,96,0,56,7,40,39,0,1
SH998,56,3,95,-1,42,0,39,54,14,4
SH999,58,1,85,7,56,0,28,28,0,1
SH1000,37,0,90,-5,6,-6,52,84,32,1
SH1001,43,0,78,-1,42,-1,35,37,2,1
SH1002,37,0,76,-4,34,14,39,42,2,1
SH1003,59,-2,84,0,60,14,25,24,0,1
SH1004,37,0,83,0,0,3,46,83,36,1
SH1005,46,0,84,-1,46,0,38,37,0,1
SH1006,54,4,104,0,54,0,50,49,0,1
SH1007,37,0,83,0,38,16,45,44,0,1
SH1008,56,-1,97,-2,50,-1,41,48,6,4
SH1009,37,0,94,0,8,-17,57,86,30,1
SH1010,38,0,81,0,38,7,43,42,0,1
SH1011,49,1,88,0,50,31,39,39,0,1
SH1012,105,0,107,-3,70,-4,1,37,36,5
SH1013,50,-1,86,-4,50,0,36,37,0,1
SH1014,42,0,77,2,42,0,34,35,2,1
SH1015,51,-5,86,0,52,0,35,35,0,1
SH1016,81,-5,84,0,-22,-6,4,108,104,5
SH1017,37,0,78,0,6,-15,42,73,32,1
SH1018,82,0,85,-6,-10,0,3,95,92,5
SH1019,37,0,77,6,34,-10,40,43,2,1
SH1020,37,0,95,0,10,11,58,84,26,1
SH1021,56,1,77,0,8,-28,22,70,48,4
SH1022,56,1,97,0,54,-22,40,42,2,1
SH1023,59,1,86,0,60,21,28,27,0,1
SH1024,39,-3,82,0,38,0,43,43,0,1
SH1025,37,0,78,0,-4,19,42,83,42,1
SH1026,47,0,79,8,46,0,32,32,0,1
SH1027,37,0,81,-1,12,0,44,68,24,1
SH1028,66,0,113,0,64,-18,47,48,2,1
SH1029,49,0,86,-3,50,9,38,37,0,1
SH1030,46,0,81,1,46,8,35,35,0,1
SH1031,44,2,88,0,44,12,44,44,0,1
SH1032,43,0,83,0,44,20,39,39,0,1
SH1033,77,1,81,0,-42,0,4,125,122,5
SH1034,46,-3,88,0,46,0,41,41,0,1
SH1035,55,-5,77,0,54,0,22,23,0,1
SH1036,42,1,79,2,42,0,37,38,0,1
SH1037,55,0,93,0,52,-30,38,42,4,4
SH1038,105,2,106,0,70,0,1,36,36,5
SH1039,55,0,96,-2,44,0,41,52,12,4
SH1040,42,-2,82,0,42,0,39,41,2,1
SH1041,37,0,74,-1,20,-8,37,54,16,1
SH1042,37,0,77,0,-4,-21,41,83,42,1
SH1043,41,3,76,0,42,13,35,35,0,1
SH1044,54,0,87,1,54,0,33,33,0,1
SH1045,102,0,103,0,72,12,1,31,30,5
SH1046,37,0,81,3,34,1,43,47,4,1
SH1047,37,0,82,0,-2,2,45,85,40,1
SH1048,55,0,79,0,18,-20,23,61,38,4
SH1049,47,3,77,0,46,0,31,31,0,1
SH1050,44,-1,81,0,44,0,37,37,0,1
SH1051,37,0,106,1,28,-13,69,78,8,1
SH1052,46,0,79,0,46,10,33,32,0,1
SH1053,83,-3,87,0,-4,0,4,92,88,5
SH1054,45,0,85,0,44,73,41,41,0,1
SH1055,53,0,102,0,54,10,49,48,0,1
SH1056,49,0,95,0,50,10,47,46,0,1
SH1057,38,0,76,-1,38,8,38,37,0,1
SH1058,55,0,96,0,52,11,41,44,4,4
SH1059,81,-3,85,-6,-40,0,4,126,122,5
SH1060,37,0,79,6,10,0,42,69,26,1
SH1061,37,0,82,-3,8,0,45,74,30,1
SH1062,55,0,83,1,-24,4,27,108,82,4
SH1063,56,1,98,0,44,3,42,54,12,4
SH1064,48,0,77,0,50,31,29,28,0,1
SH1065,37,0,80,0,24,18,43,57,14,1
SH1066,55,0,77,-1,16,-4,22,62,40,4
SH1067,37,0,77,0,-20,4,41,98,58,1
SH1068,52,0,84,0,52,-2,32,33,0,1
SH1069,55,0,95,0,54,23,40,41,2,1
SH1070,56,4,96,0,38,-8,40,57,18,4
SH1071,46,0,109,0,46,6,64,63,0,1
SH1072,37,0,77,0,20,0,40,57,16,1
SH1073,49,-2,107,0,46,-24,58,60,2,1
SH1074,37,0,75,5,28,0,38,46,8,1
SH1075,56,-2,97,0,54,5,41,42,2,1
SH1076,37,0,91,0,16,-3,53,75,22,1
SH1077,39,1,93,0,36,11,54,57,2,1
SH1078,44,3,85,0,44,3,41,41,0,1
SH1079,44,0,79,-3,44,0,35,35,0,1
SH1080,44,-4,76,0,42,-30,32,35,2,1
SH1081,41,2,85,5,42,12,44,44,0,1
SH1082,45,0,78,-3,44,-4,33,34,2,1
SH1083,48,0,88,4,46,0,40,42,2,1
SH1084,37,0,105,0,20,0,68,84,16,1
SH1085,55,-1,85,0,54,0,30,31,0,1
SH1086,50,0,81,1,50,0,32,32,0,1
SH1087,41,3,83,0,42,3,41,41,0,1
SH1088,44,0,86,-1,44,8,42,42,0,1
SH1089,44,0,89,0,44,0,45,45,0,1
SH1090,51,0,86,0,52,18,35,34,0,1
SH1091,44,1,75,0,44,0,31,31,0,1
SH1092,38,1,76,0,38,18,38,37,0,1
SH1093,41,0,90,0,42,0,48,48,0,1
SH1094,37,0,83,0,30,13,46,52,6,1
SH1095,37,0,108,0,34,6,71,75,4,1
SH1096,38,1,93,-3,38,0,55,55,0,1
SH1097,37,0,106,0,24,-20,69,83,14,1
SH1098,37,0,80,0,10,29,43,70,26,1
SH1099,44,0,83,0,44,6,40,39,0,1
SH1100,55,0,77,0,-6,6,21,85,64,4
SH1101,55,0,96,0,42,15,41,55,14,4
SH1102,37,-1,76,0,38,11,38,37,0,1
SH1103,51,3,79,0,50,-22,27,30,2,1
SH1104,37,4,80,4,-2,0,43,83,40,1
SH1105,37,0,79,0,6,-12,43,74,32,1
SH1106,80,0,84,6,-24,11,4,110,106,5
SH1107,44,-4,83,0,44,0,40,39,0,1
SH1108,37,0,94,-6,8,0,57,86,30,1
SH1109,55,0,81,-1,-14,-30,26,97,70,4
SH1110,44,3,77,0,44,23,33,33,0,1
SH1111,58,3,84,0,56,0,26,27,0,1
SH1112,37,0,79,0,16,-15,43,64,22,1
SH1113,55,-1,81,0,-4,0,25,86,60,4
SH1114,41,0,83,0,38,-20,41,44,2,1
SH1115,37,0,91,-7,16,0,53,75,22,1
SH1116,44,0,109,0,42,-19,66,68,2,1
SH1117,43,0,85,5,42,-6,42,44,2,1
SH1118,37,0,78,0,26,19,41,52,12,1
SH1119,57,5,86,0,56,0,29,30,0,1
