LR,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,class
LR365,4,7,5,5,2,5,7,10,9,7,6,5,3,8,4,8,D
LR366,2,3,3,1,1,8,9,3,4,10,4,6,4,9,1,7,N
LR367,5,10,8,8,5,3,10,3,3,9,10,9,8,11,1,8,W
LR368,4,9,4,6,4,7,5,13,5,7,10,8,3,9,0,8,U
LR369,6,11,8,9,6,6,6,7,5,5,6,12,5,7,5,6,G
LR370,7,11,9,8,11,8,5,4,3,6,5,10,8,7,9,13,G
LR371,5,10,4,5,3,7,7,5,4,7,4,7,5,8,5,8,O
LR372,2,6,3,4,1,8,6,13,5,7,13,8,3,9,0,8,U
LR373,6,10,8,8,8,6,7,5,3,7,5,8,5,7,10,8,K
LR374,4,8,6,6,3,4,8,5,1,7,9,8,8,10,0,8,W
LR375,5,7,7,5,5,5,7,2,6,10,8,11,3,8,3,8,K
LR376,5,11,4,6,2,9,6,4,6,10,5,9,1,10,7,9,E
LR377,3,6,5,4,1,9,8,4,2,5,14,8,3,10,0,8,V
LR378,8,12,8,7,6,9,6,3,5,9,4,8,6,8,6,8,R
LR379,4,11,5,8,5,9,6,6,10,7,5,6,2,7,8,8,Z
LR380,4,10,6,7,4,7,8,3,7,10,5,7,2,6,5,8,S
LR381,3,6,5,4,5,7,8,3,3,8,7,8,5,9,5,4,N
LR382,5,11,8,8,4,5,8,2,8,10,11,9,3,9,4,6,X
LR383,3,6,4,4,2,5,7,3,7,7,6,12,0,8,4,9,I
LR384,1,2,2,3,1,8,7,4,1,7,8,10,2,9,3,9,Q
LR385,10,15,9,8,4,7,9,4,5,3,5,10,6,10,2,7,N
LR386,5,7,5,5,3,6,7,6,8,12,8,12,2,10,4,7,C
LR387,6,9,5,4,3,10,4,4,7,11,3,10,3,7,7,11,Q
LR388,7,10,9,8,7,7,7,8,6,7,5,6,4,8,4,8,N
LR389,6,9,8,8,8,7,7,2,4,7,3,9,7,4,9,10,K
LR390,8,12,8,7,4,5,10,4,5,14,8,6,2,9,3,7,S
LR391,2,3,3,2,1,6,8,2,8,11,8,8,1,8,4,7,E
LR392,4,8,6,6,8,9,7,5,6,7,5,6,5,6,8,7,D
LR393,4,4,5,5,1,7,7,4,4,7,6,8,3,8,4,8,X
LR394,1,0,2,1,0,7,7,6,7,7,6,13,0,8,4,10,C
LR395,5,9,7,7,3,9,5,4,6,15,4,10,1,6,0,7,J
LR396,5,7,7,5,5,7,6,6,7,8,7,6,3,9,8,7,B
LR397,5,9,5,7,5,5,7,9,7,6,5,5,2,8,3,8,D
LR398,7,10,7,5,5,7,6,3,5,8,4,9,6,8,6,7,R
LR399,2,1,2,1,1,7,7,3,11,8,6,8,0,8,6,8,Z
LR400,2,3,4,4,1,8,14,1,6,6,11,8,0,8,0,8,T
LR401,5,9,5,7,2,4,7,9,2,7,6,12,3,8,3,11,K
LR402,5,11,7,8,5,7,6,7,8,7,4,12,2,9,6,8,G
LR403,11,15,10,8,9,9,8,3,6,10,4,6,8,3,9,7,B
LR404,8,11,11,9,7,6,8,1,8,10,8,9,3,8,4,6,X
LR405,6,9,8,7,6,10,6,3,7,11,4,7,4,7,4,9,D
LR406,2,5,4,4,1,6,11,3,4,8,11,8,2,10,1,8,V
LR407,2,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,I
LR408,2,5,4,4,2,7,8,2,10,11,6,8,1,8,6,7,Z
LR409,2,3,3,2,1,7,6,5,4,6,6,9,2,9,4,9,G
LR410,3,5,4,8,1,13,2,9,5,14,3,12,0,6,0,8,J
LR411,2,5,4,4,2,7,12,2,3,7,11,8,2,10,1,8,V
LR412,8,15,8,8,5,5,8,5,4,8,7,6,6,12,3,8,V
LR413,6,12,5,9,4,10,7,2,4,12,4,6,2,9,7,9,J
LR414,3,6,4,4,1,6,7,6,10,7,6,13,1,8,4,9,C
LR415,2,3,3,1,1,4,8,5,6,11,10,8,3,10,1,6,U
LR416,2,6,4,4,2,12,2,4,3,12,2,10,2,6,3,9,A
LR417,3,10,5,7,1,10,10,3,2,5,13,8,2,11,0,8,Y
LR418,3,7,5,5,3,7,11,1,8,7,11,8,1,10,1,8,T
LR419,5,8,7,6,6,8,7,2,4,9,5,7,7,6,2,8,M
LR420,5,8,5,6,3,4,11,2,3,8,10,7,3,12,1,7,V
LR421,4,8,5,6,3,6,8,4,6,10,9,8,2,9,5,4,S
LR422,5,6,6,8,4,7,7,12,2,7,9,8,9,6,0,8,M
LR423,3,8,6,5,1,10,10,3,2,5,13,8,2,11,0,8,Y
LR424,9,9,6,12,6,6,9,4,2,12,7,7,3,8,13,6,Z
LR425,3,8,4,6,3,8,6,12,1,5,9,8,7,6,0,8,M
LR426,3,7,4,5,4,7,5,10,0,7,8,8,6,5,0,8,M
LR427,3,8,3,6,2,13,3,5,4,13,2,10,0,7,0,8,J
LR428,7,13,7,7,4,8,7,2,6,10,7,9,6,11,4,8,K
LR429,3,3,4,4,3,7,7,6,5,7,6,6,2,8,6,10,B
LR430,4,10,6,8,7,7,7,5,4,7,5,7,4,6,9,14,K
LR431,5,8,7,6,4,5,10,3,10,11,9,6,1,9,6,5,Z
LR432,4,8,4,6,3,1,13,4,4,12,10,6,0,8,1,6,F
LR433,1,1,2,1,1,7,8,5,3,7,7,7,4,8,1,6,N
LR434,7,10,10,8,5,7,14,5,3,13,4,0,0,10,4,7,P
LR435,4,3,5,5,2,6,7,6,10,7,6,13,1,8,4,9,C
LR436,4,8,6,6,3,9,5,3,10,11,4,9,1,7,6,9,Z
LR437,2,3,4,2,1,8,7,2,6,10,6,8,1,9,5,8,S
LR438,4,6,7,4,4,9,11,2,3,5,9,8,7,11,1,8,W
LR439,2,3,4,2,2,7,9,4,4,11,4,4,1,9,3,8,P
LR440,4,8,4,6,1,0,0,6,6,0,1,4,0,8,0,8,L
LR441,3,4,4,6,2,8,5,14,5,7,13,8,3,9,0,8,U
LR442,3,10,4,7,1,13,2,9,4,14,4,12,1,6,0,8,J
LR443,2,4,3,6,1,12,2,9,4,13,6,13,1,6,0,8,J
LR444,3,5,3,3,2,8,7,5,10,6,6,7,2,8,7,8,Z
LR445,4,2,5,4,4,8,6,6,4,7,7,8,8,6,3,6,M
LR446,7,13,6,7,4,8,4,5,5,7,9,8,4,8,3,8,U
LR447,1,3,2,2,1,9,7,2,6,14,5,8,0,7,0,8,J
LR448,5,9,5,7,7,6,7,8,5,7,6,7,2,8,7,9,B
LR449,7,11,9,8,7,10,6,4,7,10,3,7,2,8,6,12,B
LR450,8,14,8,8,4,9,4,4,7,11,4,10,3,7,8,11,Q
LR451,3,4,5,3,2,7,9,2,5,10,6,6,5,9,1,7,N
LR452,3,7,4,5,3,9,7,5,7,10,4,5,3,8,3,8,D
LR453,1,0,1,0,0,7,7,6,4,7,6,7,1,8,5,9,B
LR454,4,6,6,4,4,7,8,2,7,11,7,9,3,8,4,9,E
LR455,3,3,5,2,2,6,8,3,8,11,8,9,2,9,4,7,E
LR456,6,11,8,8,5,7,9,2,5,9,6,7,5,9,1,8,N
LR457,2,4,4,6,1,7,14,0,6,8,11,8,0,8,0,8,T
LR458,3,3,5,4,1,9,9,3,1,5,13,8,2,10,0,8,Y
LR459,7,9,7,10,8,8,8,6,2,7,7,11,4,10,8,6,Q
LR460,9,15,8,8,5,5,5,4,4,7,8,10,7,5,3,9,U
LR461,3,3,4,4,2,7,10,14,2,7,3,8,3,8,0,8,H
LR462,2,10,3,8,1,14,3,7,5,14,1,10,0,7,0,8,J
LR463,1,4,3,3,2,10,6,3,5,10,3,6,2,8,2,9,D
LR464,2,4,2,2,1,6,7,5,5,9,7,10,2,8,4,9,G
LR465,5,9,7,8,9,7,7,5,4,7,6,8,7,9,7,8,V
LR466,2,2,3,3,2,7,9,5,7,7,9,9,3,9,1,8,U
LR467,7,11,9,8,7,5,9,5,7,6,9,10,3,9,1,8,U
LR468,3,3,4,4,2,7,7,3,14,9,6,8,0,8,8,8,Z
LR469,2,3,3,1,1,7,7,5,5,9,6,10,2,9,4,10,G
LR470,4,11,5,8,4,7,4,1,7,8,2,10,1,6,3,8,L
LR471,4,6,5,4,4,9,7,3,6,10,4,6,3,8,2,8,D
LR472,3,10,5,7,5,9,8,3,3,8,4,6,4,8,6,5,J
LR473,3,6,5,4,5,7,6,3,4,6,6,8,7,7,6,9,K
LR474,3,9,5,7,3,12,3,4,3,11,1,9,2,6,3,9,A
LR475,3,4,4,7,1,0,1,6,6,0,0,6,0,8,0,8,L
LR476,4,9,6,7,5,8,5,3,5,6,7,8,3,9,9,9,X
LR477,5,9,5,5,3,11,5,3,6,9,4,7,3,9,6,11,Q
LR478,3,8,3,6,2,2,12,4,3,12,10,6,0,8,2,7,F
LR479,2,3,4,2,2,7,10,2,2,6,9,8,5,11,0,7,W
LR480,6,9,9,6,6,5,7,1,7,10,8,10,3,8,4,7,K
LR481,4,9,4,6,4,4,12,7,1,10,6,4,1,10,3,8,P
LR482,6,9,5,5,2,8,11,4,5,7,10,5,4,10,2,6,V
LR483,7,15,6,8,3,10,2,3,5,13,4,12,2,8,5,10,L
LR484,3,8,5,5,1,6,6,3,1,6,0,8,2,6,1,7,A
LR485,3,3,3,4,3,6,7,9,6,7,6,7,2,8,8,10,B
LR486,6,9,5,5,2,8,4,4,5,9,2,8,3,6,5,8,S
LR487,6,11,4,6,2,10,6,5,5,12,3,6,3,8,5,10,I
LR488,1,0,1,0,1,7,8,6,4,7,6,7,1,8,6,9,B
LR489,4,8,6,6,5,4,10,1,2,10,8,7,5,10,2,4,F
LR490,3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9,I
LR491,5,8,7,6,7,7,6,5,5,7,7,10,11,6,2,8,M
LR492,2,1,3,2,2,5,7,4,7,7,6,11,3,8,4,9,K
LR493,2,3,2,2,1,6,8,6,7,8,7,12,1,9,3,10,C
LR494,4,7,6,5,4,9,8,3,7,10,4,7,3,8,3,9,H
LR495,3,2,4,4,3,8,7,7,5,7,6,7,2,8,9,8,S
LR496,4,5,5,7,4,7,7,10,7,7,6,8,2,8,9,9,B
LR497,2,3,2,1,1,8,7,6,4,9,6,8,2,8,3,8,O
LR498,9,11,12,8,8,4,6,4,5,10,11,11,11,6,4,8,M
LR499,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,I
LR500,7,9,10,8,11,6,6,6,5,5,5,8,11,11,9,12,W
LR501,4,6,4,4,1,8,5,12,5,7,15,8,3,9,0,8,U
LR502,4,5,5,4,2,4,11,2,7,11,10,6,1,11,2,5,Y
LR503,3,9,6,7,3,11,2,3,3,10,2,9,2,6,3,8,A
LR504,2,3,4,2,2,7,10,3,4,12,4,3,1,10,2,8,P
LR505,4,7,6,5,5,7,8,5,5,9,6,6,3,7,6,7,B
LR506,4,7,5,5,3,8,6,8,5,10,6,9,3,8,3,8,O
LR507,5,7,5,5,2,3,10,3,7,11,12,7,2,11,3,5,Y
LR508,4,5,6,5,4,8,9,4,5,7,6,9,3,8,8,7,I
LR509,3,9,4,6,3,5,10,9,3,7,4,8,3,7,6,11,R
LR510,6,8,9,6,5,10,8,3,6,10,2,4,5,9,1,7,N
LR511,3,7,3,5,4,6,7,7,5,7,6,7,2,8,7,10,B
LR512,9,15,8,8,4,9,3,4,7,11,4,10,3,8,8,11,Q
LR513,6,11,8,8,6,9,7,6,7,7,6,8,6,8,4,7,H
LR514,2,4,3,3,1,11,6,2,7,11,3,7,0,7,1,8,J
LR515,4,4,5,6,3,7,8,4,1,7,8,8,8,10,0,8,W
LR516,5,11,6,8,2,3,11,3,8,13,11,5,0,10,2,4,Y
LR517,4,9,5,7,3,4,11,3,7,11,10,6,1,10,3,5,F
LR518,4,9,6,6,2,7,4,3,2,7,1,8,3,7,3,8,A
LR519,1,0,2,0,0,7,7,4,4,7,6,8,2,8,3,8,X
LR520,5,10,7,8,5,7,8,2,9,12,7,8,1,9,6,7,Z
LR521,3,7,4,4,2,7,9,14,2,7,3,8,3,8,0,8,H
LR522,6,11,9,8,8,7,6,1,6,10,5,9,7,7,6,9,K
LR523,4,7,5,8,5,8,8,4,5,7,6,8,3,8,9,8,J
LR524,2,4,4,3,2,6,9,2,4,10,7,7,5,8,1,8,N
LR525,5,9,7,7,7,7,5,6,2,7,7,8,7,7,6,12,W
LR526,4,6,5,4,2,6,8,7,9,9,10,8,3,9,1,8,U
LR527,2,6,4,4,1,9,10,3,2,5,13,8,2,11,0,8,Y
LR528,4,7,4,9,4,7,7,6,3,8,9,10,3,8,6,8,Q
LR529,3,3,4,2,1,4,12,4,3,11,11,6,2,11,1,8,V
LR530,6,13,6,7,5,11,5,4,6,10,4,7,5,9,6,10,D
LR531,3,8,4,6,2,7,9,4,2,8,12,8,2,10,0,8,V
LR532,4,8,5,6,3,5,12,8,4,8,3,9,3,7,6,11,R
LR533,1,0,1,1,0,2,2,5,5,1,1,6,0,8,0,8,L
LR534,4,10,7,8,3,8,12,3,4,5,11,8,3,10,1,8,V
LR535,5,10,7,8,5,6,10,2,6,13,7,5,1,10,2,7,F
LR536,5,8,7,7,8,7,8,5,5,8,6,8,7,8,9,6,B
LR537,3,4,4,5,2,6,10,9,4,7,4,8,3,7,5,10,R
LR538,3,6,4,4,3,9,6,6,5,8,6,7,2,8,4,6,J
LR539,3,7,5,5,1,7,8,4,2,7,14,8,3,10,0,8,V
LR540,9,9,8,13,5,9,10,2,4,5,11,5,4,10,7,8,Y
LR541,8,9,11,7,8,10,6,2,5,9,4,7,8,7,2,8,M
LR542,3,2,4,3,2,7,7,3,9,6,6,8,2,8,6,8,X
LR543,3,9,4,7,2,7,7,6,8,5,6,7,0,8,9,7,S
LR544,2,3,4,2,2,8,7,1,6,10,5,8,3,8,2,8,K
LR545,3,7,5,5,3,6,11,1,7,8,11,9,1,11,1,8,T
LR546,3,4,6,3,3,7,8,3,6,10,6,8,3,8,3,7,H
LR547,4,9,4,7,2,0,2,4,6,1,0,8,0,8,0,8,L
LR548,3,8,4,6,2,10,6,2,8,12,3,7,0,6,2,6,J
LR549,2,1,2,1,1,5,7,8,7,6,6,6,2,8,3,8,D
LR550,2,1,3,2,2,8,7,5,5,7,6,6,2,8,5,9,B
LR551,6,9,9,7,5,10,8,3,6,10,2,4,5,9,1,7,N
LR552,6,10,9,8,11,6,7,4,4,6,6,9,8,9,9,7,R
LR553,13,15,13,8,7,3,8,6,6,4,2,13,9,11,2,8,M
LR554,3,6,4,4,2,7,7,4,14,9,6,8,0,8,8,8,Z
LR555,6,9,8,7,9,6,7,4,5,7,6,8,6,9,7,5,R
LR556,5,11,6,8,2,3,7,8,2,7,6,11,4,8,2,11,K
LR557,5,9,8,7,7,7,12,2,2,6,8,8,7,12,1,8,W
LR558,3,6,4,4,2,7,10,4,4,12,5,3,1,10,3,8,P
LR559,3,8,4,6,4,6,7,5,8,7,5,10,3,8,5,9,E
LR560,7,12,5,6,4,8,7,4,4,11,5,9,3,9,8,11,E
LR561,3,3,4,4,1,10,13,3,3,3,11,9,0,10,0,8,Y
LR562,3,10,4,7,3,11,5,2,6,11,2,7,0,7,1,7,J
LR563,3,7,4,5,2,4,5,2,10,3,1,8,0,7,2,5,L
LR564,2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,I
LR565,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,I
LR566,6,10,7,6,4,13,2,4,3,12,1,9,5,5,1,9,M
LR567,2,5,4,3,2,7,12,2,2,7,11,9,2,10,1,8,V
LR568,7,10,9,8,6,7,10,4,4,12,5,3,1,10,3,8,P
LR569,5,10,7,8,7,7,7,6,7,7,6,8,6,8,4,8,H
LR570,9,13,7,8,5,8,6,5,5,9,5,9,6,6,7,11,R
LR571,4,9,6,7,5,8,7,3,5,6,7,6,4,11,10,8,X
LR572,2,5,3,7,6,8,7,4,1,7,6,7,5,8,4,8,P
LR573,4,10,5,7,3,7,9,4,2,7,13,8,2,10,0,8,V
LR574,3,6,3,4,3,8,7,11,1,6,6,8,5,9,0,6,N
LR575,3,1,4,3,2,8,7,7,5,7,6,8,2,8,3,8,O
LR576,6,11,7,8,5,5,7,6,6,9,8,10,2,8,5,9,G
LR577,4,5,5,4,2,5,12,3,7,11,10,4,1,11,1,5,T
LR578,8,12,7,6,6,6,7,3,5,7,5,9,6,9,6,6,R
LR579,4,3,5,5,3,8,8,4,1,6,8,8,8,9,0,8,W
LR580,6,9,6,5,3,7,5,5,5,7,8,8,5,7,2,8,U
LR581,6,12,6,6,4,8,3,3,4,12,8,12,3,10,5,11,L
LR582,7,12,7,6,3,10,4,5,4,13,5,8,2,9,2,7,S
LR583,4,9,5,11,7,9,8,8,2,5,7,10,3,8,6,10,Q
LR584,3,1,4,3,3,7,6,6,4,6,7,7,8,6,2,7,M
LR585,2,2,3,3,2,5,10,4,5,10,9,5,1,10,3,6,F
LR586,5,8,5,6,2,2,11,5,4,12,12,8,2,10,1,8,V
LR587,5,7,5,5,2,3,11,4,3,10,12,8,2,10,1,8,V
LR588,4,8,4,6,3,1,13,4,3,12,10,7,0,8,1,6,F
LR589,4,11,6,8,6,6,6,6,5,7,7,10,8,5,2,9,M
LR590,3,8,4,6,2,7,7,0,6,13,6,8,0,8,1,8,I
LR591,3,7,3,4,2,4,12,8,2,10,6,4,1,10,4,8,P
LR592,4,2,5,3,2,6,8,5,8,7,10,9,3,9,1,8,U
LR593,3,4,3,3,3,7,7,5,5,7,6,6,2,8,6,9,B
LR594,4,10,6,9,6,8,7,8,5,6,4,8,3,8,4,7,Q
LR595,5,8,5,6,4,7,8,13,1,7,5,8,3,8,0,8,H
LR596,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8,X
LR597,4,7,6,5,6,9,7,5,5,6,7,5,8,6,2,6,M
LR598,3,7,4,5,1,7,7,3,7,15,6,10,0,7,1,7,J
LR599,6,12,5,7,3,7,10,6,4,9,9,5,5,12,3,8,V
LR600,2,3,2,2,2,7,7,5,5,6,6,5,2,8,6,8,B
LR601,5,8,5,6,3,4,13,4,6,12,10,4,1,11,1,5,T
LR602,8,10,9,8,5,4,7,6,8,10,10,9,3,9,2,5,U
LR603,4,7,6,5,4,7,8,5,6,10,6,4,3,8,4,8,D
LR604,4,9,6,7,2,7,12,1,3,7,11,8,0,10,0,8,Y
LR605,2,1,2,2,1,8,7,7,4,7,6,8,2,8,3,8,O
LR606,2,0,2,1,1,7,6,7,5,7,6,8,2,8,3,8,O
LR607,4,4,4,6,2,4,7,8,1,7,6,11,3,8,2,11,K
LR608,8,11,8,6,5,9,8,4,5,6,9,6,11,8,3,6,W
LR609,5,11,7,8,4,8,3,2,3,7,1,8,2,7,3,7,A
LR610,8,12,6,6,4,5,9,6,4,9,8,9,5,10,5,8,O
LR611,5,9,6,8,7,9,7,5,6,7,6,7,6,8,10,12,S
LR612,5,7,5,5,3,6,11,3,7,11,9,5,2,12,3,4,T
LR613,2,7,3,5,3,8,8,7,5,7,5,6,2,8,8,8,S
LR614,3,4,5,3,2,7,7,1,8,10,6,8,2,8,3,7,X
LR615,2,9,4,6,1,5,14,1,6,9,11,7,0,8,0,8,T
LR616,5,9,6,7,5,6,6,8,5,7,6,10,5,8,7,3,U
LR617,5,6,5,4,3,5,9,1,7,9,10,6,2,11,3,5,Y
LR618,3,3,4,2,1,4,12,3,3,10,11,7,2,11,1,7,V
LR619,2,4,4,3,2,9,7,4,6,10,4,6,2,8,3,8,D
LR620,5,10,8,8,7,7,8,7,7,7,5,9,3,8,3,8,H
LR621,4,8,6,6,8,9,7,4,4,6,7,7,7,10,7,6,B
LR622,5,11,6,8,3,7,8,4,8,11,7,7,2,8,5,6,S
LR623,2,2,3,3,2,8,7,7,4,7,6,8,2,8,3,8,O
LR624,6,11,7,9,3,7,8,9,8,7,7,6,3,8,4,8,O
LR625,2,6,2,4,1,12,2,9,3,13,5,13,1,6,0,8,J
LR626,3,4,4,6,6,8,9,4,0,8,7,7,5,9,5,7,P
LR627,3,7,5,5,5,8,6,5,1,7,6,8,7,8,3,8,O
LR628,3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,7,I
LR629,4,9,6,6,6,7,7,3,8,8,6,9,1,8,11,7,Z
LR630,3,6,5,4,7,9,7,4,2,7,6,8,8,11,1,6,W
LR631,2,4,3,5,1,1,13,4,4,12,11,7,0,8,2,6,F
LR632,5,7,8,5,6,8,7,3,6,10,6,8,3,8,3,8,H
LR633,2,4,3,3,2,9,6,3,5,10,4,6,2,8,2,8,D
LR634,2,1,2,2,1,7,7,8,5,6,6,7,2,8,7,10,B
LR635,0,0,1,0,0,4,7,5,3,7,6,10,3,8,2,11,K
LR636,4,10,6,8,3,5,11,1,9,9,12,8,0,10,1,7,T
LR637,3,8,3,6,2,7,7,13,2,5,6,8,5,8,0,8,N
LR638,2,6,2,4,1,1,11,3,6,11,11,9,0,8,1,6,F
LR639,3,8,5,5,2,7,4,3,1,7,1,8,3,7,2,8,A
LR640,8,11,7,8,5,4,11,1,3,8,10,8,5,12,1,7,V
LR641,9,13,7,7,3,4,13,3,5,13,7,3,2,7,5,4,F
LR642,2,1,3,1,0,7,10,3,1,7,13,8,1,11,0,8,Y
LR643,4,7,6,5,4,9,8,3,6,10,3,6,3,6,4,10,R
LR644,5,9,5,11,7,8,7,6,2,8,7,10,3,8,5,8,Q
LR645,6,9,9,7,6,10,5,3,5,9,3,6,8,6,2,9,M
LR646,3,5,3,3,2,4,10,3,5,10,8,4,0,10,3,7,P
LR647,3,7,4,5,3,6,7,4,7,6,6,9,3,8,5,9,K
LR648,6,6,8,9,8,10,12,6,4,6,7,6,5,10,7,4,Y
LR649,4,6,6,6,5,6,7,4,7,6,4,7,3,7,5,6,D
LR650,4,3,5,5,3,6,9,10,5,7,5,8,2,8,5,10,R
LR651,4,7,6,5,5,10,7,3,6,10,4,6,2,8,4,10,B
LR652,4,8,6,6,4,6,7,7,7,8,9,8,3,10,5,9,T
LR653,6,10,8,8,4,7,7,4,2,7,8,8,9,9,0,8,W
LR654,5,9,7,7,8,7,9,5,5,8,5,7,7,6,8,12,K
LR655,10,15,9,8,5,8,4,5,4,9,4,5,4,7,5,8,G
LR656,3,7,3,5,2,4,12,8,2,10,6,4,1,10,3,8,P
LR657,1,0,1,1,0,6,7,6,8,7,6,14,0,8,4,10,C
LR658,5,11,7,8,4,10,6,4,8,11,3,8,2,8,5,11,S
LR659,5,9,6,7,4,7,4,5,4,14,8,14,1,6,1,6,J
LR660,5,11,8,8,6,7,11,7,3,10,5,3,3,11,4,8,P
LR661,3,2,4,4,2,7,7,3,9,6,6,8,2,8,6,8,X
LR662,8,13,8,8,5,9,3,3,3,11,6,11,4,8,7,9,L
LR663,4,5,4,8,4,6,8,10,7,7,5,7,2,8,9,10,B
LR664,3,5,6,4,3,8,7,2,8,11,5,8,2,8,5,10,E
LR665,3,4,4,6,2,7,9,15,2,7,4,8,3,8,0,8,H
LR666,3,4,4,3,2,6,11,3,7,11,9,4,2,11,3,4,T
LR667,2,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8,P
LR668,2,3,4,2,2,6,8,2,6,10,8,8,1,8,5,6,S
LR669,1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8,N
LR670,5,4,5,6,3,4,12,9,3,10,6,4,1,10,4,8,P
LR671,3,5,5,4,3,9,7,5,7,9,4,5,3,8,3,8,D
LR672,2,7,3,4,1,6,14,0,6,8,11,8,0,8,0,8,T
LR673,2,4,4,2,2,9,7,3,5,11,5,7,2,7,4,9,B
LR674,3,7,5,5,2,7,10,2,2,7,12,8,1,11,0,8,Y
LR675,3,11,4,8,2,15,3,4,5,13,0,8,0,7,0,8,J
LR676,3,9,6,7,4,11,3,2,2,9,2,9,3,4,3,8,A
LR677,3,7,5,5,2,11,6,2,7,14,3,8,0,8,0,8,J
LR678,2,3,3,4,1,9,10,5,9,5,6,5,0,7,8,7,S
LR679,4,8,4,6,2,3,7,6,11,7,6,15,0,8,7,7,E
LR680,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,I
LR681,5,9,7,6,7,8,8,6,7,7,6,9,6,8,4,7,H
LR682,4,5,5,8,2,7,6,8,8,6,5,10,2,8,6,11,G
LR683,2,2,3,3,2,7,8,5,9,6,6,9,1,9,7,8,Z
LR684,4,6,6,4,3,9,10,1,7,3,11,8,1,11,1,9,Y
LR685,3,7,4,5,5,7,5,4,4,6,5,8,4,8,5,7,H
LR686,4,8,6,6,7,8,8,7,6,7,5,6,2,7,7,10,B
LR687,4,9,6,7,4,10,3,2,2,8,2,10,4,4,3,8,A
LR688,6,10,6,6,5,10,6,3,5,9,5,8,6,8,7,9,B
LR689,6,10,8,8,7,9,6,6,5,6,7,6,8,6,2,6,M
LR690,4,9,4,6,2,5,10,9,4,9,6,5,2,10,4,8,P
LR691,5,11,8,8,6,4,11,2,3,8,9,9,9,11,2,7,W
LR692,2,4,4,2,1,6,8,2,7,11,7,8,1,8,4,6,S
LR693,3,10,4,8,1,13,2,9,4,14,5,13,1,6,0,8,J
LR694,8,14,9,8,5,7,7,2,4,12,4,8,6,8,0,7,N
LR695,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,I
LR696,5,8,7,11,11,8,9,4,1,8,7,6,8,10,6,8,P
LR697,2,3,3,2,1,6,7,5,5,9,7,10,2,8,4,10,G
LR698,6,8,8,6,5,4,9,4,9,11,10,9,2,9,4,5,E
LR699,6,8,7,10,6,8,7,7,4,8,7,10,3,8,6,8,Q
LR700,3,8,4,6,2,5,11,8,4,7,4,9,3,7,6,11,R
LR701,2,3,2,2,2,5,7,4,7,6,6,10,3,8,4,10,K
LR702,4,5,6,6,6,9,9,6,4,7,7,7,5,11,6,4,Y
LR703,4,5,6,6,6,6,9,4,2,8,7,6,6,10,4,6,P
LR704,6,9,6,4,3,7,3,5,2,6,5,4,4,8,5,7,G
LR705,4,7,6,5,6,7,7,6,2,7,6,11,4,9,7,9,G
LR706,7,9,8,7,7,6,7,5,5,7,6,9,5,9,7,10,P
LR707,7,15,7,8,5,9,3,3,4,12,6,11,3,8,6,9,L
LR708,1,2,2,3,1,10,6,2,6,12,4,9,0,7,1,7,J
LR709,3,10,5,8,2,8,10,1,3,6,12,8,1,11,0,8,Y
LR710,6,11,8,8,8,8,8,6,6,9,5,4,6,9,5,10,D
LR711,6,10,9,8,8,8,7,2,4,9,7,8,8,6,2,8,M
LR712,2,1,2,2,1,8,6,6,6,6,5,10,1,7,5,10,G
LR713,4,9,5,6,4,6,9,8,5,3,7,12,4,8,5,6,U
LR714,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,I
LR715,4,11,5,8,3,8,6,0,7,13,6,9,1,7,3,8,I
LR716,6,11,6,8,5,6,6,9,7,6,6,7,2,8,10,10,B
LR717,1,2,2,3,2,7,7,5,2,8,8,9,2,9,4,9,Q
LR718,2,7,3,5,1,13,2,9,4,14,4,12,1,6,0,8,J
LR719,4,11,5,8,4,6,7,9,7,7,6,7,2,8,9,10,B
LR720,3,5,5,5,4,9,8,3,4,6,8,7,4,10,4,5,A
LR721,3,4,5,2,2,8,8,2,7,10,6,7,1,8,5,7,S
LR722,4,4,4,6,2,8,5,14,5,6,13,8,3,9,0,8,U
LR723,2,3,4,2,2,7,7,2,7,11,7,9,2,8,4,8,E
LR724,3,8,3,6,3,6,10,7,4,6,3,10,2,6,5,11,R
LR725,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8,L
LR726,3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,N
LR727,6,9,9,8,10,7,8,5,5,7,7,8,7,9,9,6,B
LR728,6,9,8,6,9,7,6,3,5,6,6,9,8,6,7,7,K
LR729,5,8,6,7,7,6,8,2,5,7,6,9,4,7,8,7,X
